#                                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name                     accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ----------           -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_082233099.1@GCF_900166625.1 -          WP_082233109.1@GCF_900166625.1 -            2.5e-32  105.9   5.5   3.1e-32  105.6   5.5   1.1   1   0   0   1   1   1   1 -
WP_082233110.1@GCF_900166625.1 -          WP_082233110.1@GCF_900166625.1 -           2.2e-168  551.5   3.5  2.4e-168  551.3   3.5   1.0   1   0   0   1   1   1   1 -
WP_082233102.1@GCF_900166625.1 -          WP_082233110.1@GCF_900166625.1 -            9.4e-16   52.1   0.2   1.4e-15   51.5   0.2   1.2   1   0   0   1   1   1   1 -
WP_082233097.1@GCF_900166625.1 -          WP_082233110.1@GCF_900166625.1 -            5.1e-11   36.6   0.3   6.9e-11   36.2   0.3   1.1   1   0   0   1   1   1   1 -
WP_179133983.1@GCF_900166625.1 -          WP_179133983.1@GCF_900166625.1 -            4.2e-36  114.2   2.3   4.5e-36  114.1   2.3   1.0   1   0   0   1   1   1   1 -
WP_082233112.1@GCF_900166625.1 -          WP_082233112.1@GCF_900166625.1 -                  0 1207.4   9.2         0 1207.2   9.2   1.0   1   0   0   1   1   1   1 -
WP_110516867.1@GCF_003226345.1 -          WP_110516867.1@GCF_003226345.1 -            1.8e-89  289.9   0.4     2e-89  289.7   0.4   1.0   1   0   0   1   1   1   1 -
WP_110516869.1@GCF_003226345.1 -          WP_110516869.1@GCF_003226345.1 -           2.3e-210  690.8  32.3  2.6e-210  690.6  32.3   1.0   1   0   0   1   1   1   1 -
WP_110516871.1@GCF_003226345.1 -          WP_110516869.1@GCF_003226345.1 -            7.4e-45  147.1  30.5   8.7e-45  146.8  30.5   1.0   1   0   0   1   1   1   1 -
WP_110516871.1@GCF_003226345.1 -          WP_110516871.1@GCF_003226345.1 -           9.6e-205  672.7  34.2  1.1e-204  672.6  34.2   1.0   1   0   0   1   1   1   1 -
WP_110516869.1@GCF_003226345.1 -          WP_110516871.1@GCF_003226345.1 -              1e-44  147.2  29.2   1.2e-44  147.0  29.2   1.0   1   0   0   1   1   1   1 -
WP_110516873.1@GCF_003226345.1 -          WP_110516873.1@GCF_003226345.1 -           1.1e-205  675.0  10.3  1.3e-205  674.9  10.3   1.0   1   0   0   1   1   1   1 -
WP_058381521.1@GCF_001465795.2 -          WP_110516873.1@GCF_003226345.1 -            1.4e-08   28.0   6.0   1.4e-08   28.0   6.0   1.6   1   1   1   2   2   2   1 -
WP_110516875.1@GCF_003226345.1    -          WP_110516875.1@GCF_003226345.1 -           2.8e-191  627.1   0.9  3.1e-191  627.0   0.9   1.0   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_110516875.1@GCF_003226345.1 -            9.2e-26   84.5   0.1   1.3e-25   84.0   0.1   1.1   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_110516875.1@GCF_003226345.1 -            5.2e-25   82.0   0.0   6.8e-25   81.6   0.0   1.1   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_110516875.1@GCF_003226345.1 -            5.6e-25   81.9   0.0   8.2e-25   81.4   0.0   1.1   1   0   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_110516875.1@GCF_003226345.1 -            1.5e-23   77.3   0.7   4.8e-23   75.6   0.7   1.6   1   1   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_110516875.1@GCF_003226345.1 -            1.3e-17   57.8   0.3   2.1e-17   57.1   0.3   1.3   1   1   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          WP_110516875.1@GCF_003226345.1 -            7.3e-16   52.0   0.2   1.4e-15   51.1   0.2   1.4   1   1   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          WP_110516875.1@GCF_003226345.1 -            2.8e-15   50.1   0.1   2.2e-14   47.2   0.1   1.9   1   1   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_110516875.1@GCF_003226345.1 -            3.7e-15   49.7   0.3   6.9e-15   48.8   0.3   1.3   1   1   0   1   1   1   1 -
WP_008456196.1@GCF_000337175.1    -          WP_110516875.1@GCF_003226345.1 -              2e-14   47.3   0.2   3.5e-14   46.5   0.2   1.4   1   1   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_110516875.1@GCF_003226345.1 -            2.9e-14   46.8   0.2   6.4e-14   45.6   0.1   1.6   1   1   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          WP_110516875.1@GCF_003226345.1 -            3.3e-12   40.0   0.1   6.2e-12   39.1   0.1   1.4   1   1   0   1   1   1   1 -
WP_110516877.1@GCF_003226345.1 -          WP_110516877.1@GCF_003226345.1 -           3.5e-242  796.2   0.6  3.9e-242  796.0   0.6   1.0   1   0   0   1   1   1   1 -
WP_110516879.1@GCF_003226345.1 -          WP_110516879.1@GCF_003226345.1 -            3.5e-96  312.0   0.9   3.9e-96  311.9   0.9   1.0   1   0   0   1   1   1   1 -
WP_110516881.1@GCF_003226345.1 -          WP_110516881.1@GCF_003226345.1 -           3.5e-193  633.8   0.1  3.9e-193  633.6   0.1   1.0   1   0   0   1   1   1   1 -
WP_110516883.1@GCF_003226345.1 -          WP_110516883.1@GCF_003226345.1 -             2e-220  724.3  13.7  2.2e-220  724.2  13.7   1.0   1   0   0   1   1   1   1 -
WP_110516885.1@GCF_003226345.1 -          WP_110516885.1@GCF_003226345.1 -           3.8e-215  706.5   5.4  4.3e-215  706.3   5.4   1.0   1   0   0   1   1   1   1 -
WP_110516888.1@GCF_003226345.1 -          WP_110516888.1@GCF_003226345.1 -           3.9e-103  334.8   0.8  4.3e-103  334.7   0.8   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_110516892.1@GCF_003226345.1 -           1.3e-175  575.2   5.7  1.4e-175  575.1   5.7   1.0   1   0   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_110516892.1@GCF_003226345.1 -            3.2e-79  259.6   5.9   3.5e-79  259.4   5.9   1.0   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_110516892.1@GCF_003226345.1 -            9.9e-75  244.8   4.6   1.2e-74  244.6   4.6   1.0   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_110516892.1@GCF_003226345.1 -              2e-38  126.0   0.1   2.3e-38  125.7   0.1   1.1   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_110516892.1@GCF_003226345.1 -            2.8e-38  125.5   0.3   3.4e-38  125.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_110516892.1@GCF_003226345.1 -            3.6e-38  125.1   0.1     4e-38  125.0   0.1   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_110516892.1@GCF_003226345.1 -            1.4e-36  119.9   0.1   1.5e-36  119.8   0.1   1.1   1   0   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_110516892.1@GCF_003226345.1 -              2e-23   76.8   0.1   2.3e-23   76.7   0.1   1.1   1   0   0   1   1   1   1 -
WP_110516894.1@GCF_003226345.1 -          WP_110516894.1@GCF_003226345.1 -            3.1e-45  143.8   0.1   3.4e-45  143.7   0.1   1.0   1   0   0   1   1   1   1 -
WP_142669852.1@GCF_003226345.1 -          WP_142669852.1@GCF_003226345.1 -              2e-82  267.2   8.5   2.2e-82  267.1   8.5   1.0   1   0   0   1   1   1   1 -
WP_236634691.1@GCF_003226345.1 -          WP_236634691.1@GCF_003226345.1 -            2.3e-73  237.0   0.1   2.5e-73  236.8   0.1   1.0   1   0   0   1   1   1   1 -
WP_110516898.1@GCF_003226345.1 -          WP_110516898.1@GCF_003226345.1 -           7.9e-103  334.5   4.2  8.7e-103  334.4   4.2   1.0   1   0   0   1   1   1   1 -
WP_236634692.1@GCF_003226345.1 -          WP_236634692.1@GCF_003226345.1 -             6e-127  414.2   4.7  6.7e-127  414.1   4.7   1.0   1   0   0   1   1   1   1 -
WP_161524652.1@GCF_003226345.1 -          WP_161524652.1@GCF_003226345.1 -            1.8e-93  302.9   1.8   1.9e-93  302.8   1.8   1.0   1   0   0   1   1   1   1 -
WP_110516902.1@GCF_003226345.1 -          WP_110516902.1@GCF_003226345.1 -           2.2e-295  972.8  29.2  2.5e-295  972.6  29.2   1.0   1   0   0   1   1   1   1 -
WP_110516904.1@GCF_003226345.1 -          WP_110516904.1@GCF_003226345.1 -                  0 1020.6  38.4         0 1020.4  38.4   1.0   1   0   0   1   1   1   1 -
WP_172637306.1@GCF_000230735.2 -          WP_110516904.1@GCF_003226345.1 -            1.3e-15   51.2  28.1     5e-11   36.1  12.3   2.1   2   0   0   2   2   2   2 -
WP_014862879.1@GCF_000337175.1 -          WP_110516904.1@GCF_003226345.1 -            8.5e-14   45.2  26.8     1e-10   35.1  11.9   2.2   2   0   0   2   2   2   2 -
WP_007110050.1@GCF_000731985.1 -          WP_110516904.1@GCF_003226345.1 -            1.9e-13   44.0  26.5   1.9e-10   34.2  11.8   2.1   2   0   0   2   2   2   2 -
WP_110516906.1@GCF_003226345.1 -          WP_110516906.1@GCF_003226345.1 -           3.3e-241  792.8   0.8  3.7e-241  792.6   0.8   1.0   1   0   0   1   1   1   1 -
WP_110516908.1@GCF_003226345.1 -          WP_110516908.1@GCF_003226345.1 -           9.8e-111  360.3   0.4  1.1e-110  360.1   0.4   1.0   1   0   0   1   1   1   1 -
WP_110516910.1@GCF_003226345.1 -          WP_110516910.1@GCF_003226345.1 -            2.6e-85  276.5   2.7   2.9e-85  276.3   2.7   1.0   1   0   0   1   1   1   1 -
WP_110516912.1@GCF_003226345.1 -          WP_110516912.1@GCF_003226345.1 -           6.3e-195  639.3   1.3    7e-195  639.2   1.3   1.0   1   0   0   1   1   1   1 -
WP_058381530.1@GCF_001465795.2 -          WP_058381530.1@GCF_001465795.2 -           2.7e-173  567.4   0.7    3e-173  567.3   0.7   1.0   1   0   0   1   1   1   1 -
WP_058381529.1@GCF_001465795.2 -          WP_058381529.1@GCF_001465795.2 -            7.9e-55  176.3  12.1   8.7e-55  176.2  12.1   1.0   1   0   0   1   1   1   1 -
WP_058381528.1@GCF_001465795.2 -          WP_058381528.1@GCF_001465795.2 -            4.1e-41  130.6   0.4   4.5e-41  130.4   0.4   1.0   1   0   0   1   1   1   1 -
WP_058381526.1@GCF_001465795.2 -          WP_058381528.1@GCF_001465795.2 -            7.2e-26   82.7   0.1   8.5e-26   82.5   0.1   1.2   1   0   0   1   1   1   1 -
WP_058381527.1@GCF_001465795.2 -          WP_058381527.1@GCF_001465795.2 -           1.8e-156  512.1  16.8    2e-156  512.0  16.8   1.0   1   0   0   1   1   1   1 -
WP_058381526.1@GCF_001465795.2 -          WP_058381526.1@GCF_001465795.2 -            1.3e-45  145.4   0.3   1.5e-45  145.3   0.3   1.0   1   0   0   1   1   1   1 -
WP_058381528.1@GCF_001465795.2 -          WP_058381526.1@GCF_001465795.2 -            8.9e-26   82.9   0.1   9.4e-26   82.8   0.1   1.0   1   0   0   1   1   1   1 -
WP_058381525.1@GCF_001465795.2 -          WP_058381525.1@GCF_001465795.2 -           1.6e-286  943.8  46.7  1.8e-286  943.6  46.7   1.0   1   0   0   1   1   1   1 -
WP_058381524.1@GCF_001465795.2 -          WP_058381524.1@GCF_001465795.2 -            6.3e-91  295.7  13.7     7e-91  295.6  13.7   1.0   1   0   0   1   1   1   1 -
WP_058381523.1@GCF_001465795.2 -          WP_058381523.1@GCF_001465795.2 -            5.1e-44  140.0   0.3   5.6e-44  139.9   0.3   1.0   1   0   0   1   1   1   1 -
WP_058381522.1@GCF_001465795.2 -          WP_058381522.1@GCF_001465795.2 -            4.3e-98  319.1  14.7   4.8e-98  319.0  14.7   1.0   1   0   0   1   1   1   1 -
WP_058381521.1@GCF_001465795.2 -          WP_058381521.1@GCF_001465795.2 -           5.1e-203  666.3  21.5  5.7e-203  666.1  21.5   1.0   1   0   0   1   1   1   1 -
WP_110516873.1@GCF_003226345.1 -          WP_058381521.1@GCF_001465795.2 -            5.4e-10   32.8   1.3   8.7e-10   32.1   1.3   1.3   1   0   0   1   1   1   1 -
WP_058381520.1@GCF_001465795.2 -          WP_058381520.1@GCF_001465795.2 -           9.3e-123  400.0   0.3    1e-122  399.8   0.3   1.0   1   0   0   1   1   1   1 -
WP_058381519.1@GCF_001465795.2 -          WP_058381519.1@GCF_001465795.2 -            7.2e-56  178.9   0.3   7.9e-56  178.7   0.3   1.0   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_058381518.1@GCF_001465795.2 -           1.3e-171  561.9   9.9  1.4e-171  561.8   9.9   1.0   1   0   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_058381518.1@GCF_001465795.2 -            1.6e-75  247.4   7.6   1.9e-75  247.1   7.6   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_058381518.1@GCF_001465795.2 -            3.9e-75  246.1   3.4   4.3e-75  246.0   3.4   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_058381518.1@GCF_001465795.2 -            5.1e-38  124.6  21.4   1.6e-37  123.0  21.4   1.6   1   1   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_058381518.1@GCF_001465795.2 -            2.6e-34  112.5  21.5   1.2e-33  110.3  21.5   1.8   1   1   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_058381518.1@GCF_001465795.2 -            2.1e-33  109.5  22.7   7.4e-33  107.7  22.7   1.7   1   1   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_058381518.1@GCF_001465795.2 -            3.8e-33  108.6  22.3   1.4e-32  106.8  22.3   1.7   1   1   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_058381518.1@GCF_001465795.2 -              3e-19   63.2  11.6   3.6e-19   62.9  11.6   1.3   1   1   0   1   1   1   1 -
WP_058381517.1@GCF_001465795.2 -          WP_058381517.1@GCF_001465795.2 -           2.2e-109  355.6   4.4  2.5e-109  355.4   4.4   1.0   1   0   0   1   1   1   1 -
WP_058381516.1@GCF_001465795.2 -          WP_058381516.1@GCF_001465795.2 -            1.6e-89  290.5   7.3   1.8e-89  290.3   7.3   1.0   1   0   0   1   1   1   1 -
WP_058381515.1@GCF_001465795.2 -          WP_058381516.1@GCF_001465795.2 -            3.5e-06   21.3   3.4    0.0002   15.7   1.6   2.1   1   1   1   2   2   2   2 -
WP_058381515.1@GCF_001465795.2 -          WP_058381515.1@GCF_001465795.2 -            1.1e-89  290.7   5.4   1.3e-89  290.5   5.4   1.0   1   0   0   1   1   1   1 -
WP_058381514.1@GCF_001465795.2 -          WP_058381514.1@GCF_001465795.2 -                  0 1186.7  18.8         0 1186.6  18.8   1.0   1   0   0   1   1   1   1 -
WP_058381512.1@GCF_001465795.2 -          WP_058381512.1@GCF_001465795.2 -           8.9e-167  545.9   4.6    1e-166  545.7   4.6   1.0   1   0   0   1   1   1   1 -
WP_058381511.1@GCF_001465795.2 -          WP_058381511.1@GCF_001465795.2 -           2.4e-128  418.6   6.8  2.7e-128  418.5   6.8   1.0   1   0   0   1   1   1   1 -
WP_157073447.1@GCF_001465795.2 -          WP_157073447.1@GCF_001465795.2 -            1.1e-34  109.6   3.2   1.2e-34  109.5   3.2   1.0   1   0   0   1   1   1   1 -
WP_058381510.1@GCF_001465795.2 -          WP_058381510.1@GCF_001465795.2 -           3.8e-232  763.0   5.7  4.3e-232  762.8   5.7   1.0   1   0   0   1   1   1   1 -
WP_058381509.1@GCF_001465795.2 -          WP_058381509.1@GCF_001465795.2 -           2.2e-102  332.9   2.8  2.5e-102  332.8   2.8   1.0   1   0   0   1   1   1   1 -
WP_157073448.1@GCF_001465795.2 -          WP_157073448.1@GCF_001465795.2 -            1.9e-33  105.4   2.0     2e-33  105.2   2.0   1.0   1   0   0   1   1   1   1 -
#
# Program:         phmmer
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      sequences/gene_context/gene_context_proteins.fasta
# Target file:     sequences/gene_context/gene_context_proteins.fasta
# Option settings: phmmer -o /dev/null --tblout sequences/gene_context/gene_context_all_vs_all.tblout.txt -T 20 --cpu 4 sequences/gene_context/gene_context_proteins.fasta sequences/gene_context/gene_context_proteins.fasta 
# Current dir:     /Users/rs1521/Documents/STAPHC8
# Date:            Sun Sep 14 15:16:05 2025
# [ok]
