Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	C3_20min_Rep_1	C3_20min_Rep_2	C3_20min_Rep_3	C3_3h_Rep_1	C3_3h_Rep_2	C3_3h_Rep_3	Control_20min_Rep_1	Control_20min_Rep_2	Control_20min_Rep_3	Control_3h_Rep_1	Control_3h_Rep_2	Control_3h_Rep_3
sense	CP000029.1	Genbank	CDS	2535278	2536519	.	-	0	ID=cds2420;Parent=gene2557;Dbxref=NCBI_GP:AAW53364.1;Name=AAW53364.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53364.1;transl_table=11	194.08333333333331	505.0	220.08333333333334	469.66666666666663	296.5833333333333	467.5833333333333	194.33333333333334	204.16666666666666	147.33333333333334	129.0	123.66666666666667	121.33333333333334
sense	CP000029.1	Genbank	CDS	2536600	2538108	.	-	0	ID=cds2421;Parent=gene2558;Dbxref=NCBI_GP:AAW53365.1;Name=AAW53365.1;Note=identified by similarity to OMNI:NTL01SA0084%3B match to protein family HMM PF00069;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53365.1;transl_table=11	469.5	1204.7742424242424	643.9166666666667	1599.0833333333333	1251.75	1552.0833333333333	464.83333333333337	444.9242424242424	349.0	294.0	284.25	236.5909090909091
sense	CP000029.1	Genbank	CDS	2538223	2538849	.	+	0	ID=cds2422;Parent=gene2559;Dbxref=NCBI_GP:AAW53366.1;Name=AAW53366.1;Note=identified by similarity to OMNI:NTL01SA0083;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53366.1;transl_table=11	93.0	174.33333333333331	180.33333333333331	574.0	421.5	597.0	76.83333333333333	101.0	76.0	92.0	71.0	83.5
sense	CP000029.1	Genbank	CDS	2538939	2539226	.	+	0	ID=cds2423;Parent=gene2560;Dbxref=NCBI_GP:AAW53367.1;Name=AAW53367.1;Note=identified by similarity to GP:7594749;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53367.1;transl_table=11	9.0	16.0	12.0	48.0	41.0	47.0	8.0	13.0	11.0	15.0	8.0	13.4
sense	CP000029.1	Genbank	CDS	2539394	2539768	.	+	0	ID=cds2424;Parent=gene2561;Dbxref=NCBI_GP:AAW53377.1;Name=AAW53377.1;Note=identified by similarity to GP:7594750;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53377.1;transl_table=11	35.0	107.0	59.0	191.7	112.0	208.33333333333334	28.0	51.0	36.0	26.0	40.0	32.0
sense	CP000029.1	Genbank	CDS	2539968	2540864	.	+	0	ID=cds2425;Parent=gene2562;Dbxref=NCBI_GP:AAW53378.1;Name=AAW53378.1;Note=identified by similarity to GP:14245843;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53378.1;transl_table=11	153.16666666666669	305.3333333333333	226.0	811.0	530.3333333333333	608.6666666666667	141.5	202.5	152.5	123.5	133.5	144.75
sense	CP000029.1	Genbank	CDS	2540874	2541743	.	+	0	ID=cds2426;Parent=gene2563;Dbxref=NCBI_GP:AAW53379.1;Name=AAW53379.1;Note=identified by similarity to OMNI:NTL01SA0078;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53379.1;transl_table=11	113.83333333333334	295.0	136.0	618.8333333333333	359.08333333333337	588.3333333333333	134.33333333333334	138.0	118.83333333333333	47.5	33.0	28.5
sense	CP000029.1	Genbank	CDS	2542288	2542845	.	-	0	ID=cds2427;Parent=gene2564;Dbxref=NCBI_GP:AAW53380.1;Name=AAW53380.1;Note=identified by similarity to SP:Q9LC48%3B match to protein family HMM PF02669%3B match to protein family HMM TIGR00681;gbkey=CDS;gene=kdpC;product=K+-transporting ATPase%2C C subunit;protein_id=AAW53380.1;transl_table=11	128.0	544.3333333333333	94.25	560.7	214.0	810.5	117.2	76.5	72.5	16.833333333333332	10.0	9.5
sense	CP000029.1	Genbank	CDS	2542861	2544882	.	-	0	ID=cds2428;Parent=gene2565;Dbxref=NCBI_GP:AAW53381.1;Name=AAW53381.1;Note=identified by similarity to SP:Q9XBA9%3B match to protein family HMM PF00122%3B match to protein family HMM PF00702%3B match to protein family HMM TIGR01471%3B match to protein family HMM TIGR01494%3B match to protein family HMM TIGR01497;gbkey=CDS;gene=kdpB;product=K+-transporting ATPase%2C B subunit;protein_id=AAW53381.1;transl_table=11	2447.25	4267.916666666667	1224.25	5900.833333333334	1933.3333333333333	7093.75	1930.95	867.5	856.2	137.35	90.08333333333333	42.333333333333336
sense	CP000029.1	Genbank	CDS	2544901	2546577	.	-	0	ID=cds2429;Parent=gene2566;Dbxref=NCBI_GP:AAW53382.1;Name=AAW53382.1;Note=identified by similarity to SP:Q9XBA7%3B match to protein family HMM PF03814%3B match to protein family HMM TIGR00680;gbkey=CDS;gene=kdpA;product=K+-transporting ATPase%2C A subunit;protein_id=AAW53382.1;transl_table=11	2879.8333333333335	4053.4166666666665	2269.5333333333333	7747.125	3416.0	7072.249999999999	1897.2	1228.8333333333333	1138.5	154.5	86.0	40.2
sense	CP000029.1	Genbank	CDS	2546650	2546793	.	+	0	ID=cds2430;Parent=gene2567;Dbxref=NCBI_GP:AAW53383.1;Name=AAW53383.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53383.1;transl_table=11	1.0	0.5	0	2.0	5.0	7.0	0	0	0	0.5	0	0
sense	CP000029.1	Genbank	CDS	2546845	2549514	.	+	0	ID=cds2431;Parent=gene2568;Dbxref=NCBI_GP:AAW53384.1;Name=AAW53384.1;Note=identified by similarity to EGAD:18674%3B match to protein family HMM PF00512%3B match to protein family HMM PF02518%3B match to protein family HMM PF02702;gbkey=CDS;gene=kdpD;product=sensor histidine kinase KdpD;protein_id=AAW53384.1;transl_table=11	320.05	539.9166666666666	367.8095238095238	950.5	701.8333333333334	853.5	323.0	392.5	326.5833333333333	573.1666666666666	575.0833333333333	468.2
sense	CP000029.1	Genbank	CDS	2549489	2550184	.	+	0	ID=cds2432;Parent=gene2569;Dbxref=NCBI_GP:AAW53392.1;Name=AAW53392.1;Note=identified by similarity to EGAD:91700%3B match to protein family HMM PF00072%3B match to protein family HMM PF00486;gbkey=CDS;gene=kdeP;product=DNA-binding response regulator KdeP;protein_id=AAW53392.1;transl_table=11	128.67857142857144	230.25	137.28571428571428	375.25	287.5	400.80952380952385	136.14285714285714	180.14285714285714	109.25	317.5	306.25	298.5
sense	CP000029.1	Genbank	CDS	2550930	2551832	.	+	0	ID=cds2433;Parent=gene2570;Dbxref=NCBI_GP:AAW53393.1;Name=AAW53393.1;Note=identified by match to protein family HMM PF03606;gbkey=CDS;product=membrane protein%2C putative;protein_id=AAW53393.1;transl_table=11	2451.366666666667	4881.833333333333	5458.333333333334	21244.499999999996	14612.833333333334	12822.200000000003	1890.5	2116.5	1645.2	1148.0333333333333	1128.3333333333333	815.5833333333334
sense	CP000029.1	Genbank	CDS	2552039	2552173	.	-	0	ID=cds2434;Parent=gene2571;Dbxref=NCBI_GP:AAW53394.1;Name=AAW53394.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53394.1;transl_table=11	83.0	83.33333333333334	80.33333333333333	137.5	113.0	117.25	53.25	52.5	50.0	5.0	6.0	3.0
sense	CP000029.1	Genbank	CDS	2553735	2554781	.	+	0	ID=cds2435;Parent=gene2573;Dbxref=NCBI_GP:AAW53395.1;Name=AAW53395.1;Note=identified by similarity to OMNI:NTL01SA0065;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53395.1;transl_table=11	1048.0833333333335	2540.0	1232.125	2232.0526315789475	1477.5	2204.7833333333333	899.1666666666667	1093.0	792.5	1344.25	1256.7	1200.0
sense	CP000029.1	Genbank	CDS	2554974	2555270	.	+	0	ID=cds2436;Parent=gene2574;Dbxref=NCBI_GP:AAW53396.1;Name=AAW53396.1;Note=identified by similarity to OMNI:NTL01SA0064;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53396.1;transl_table=11	11.0	19.5	16.0	76.5	35.5	39.5	6.666666666666667	8.5	11.0	3.0	5.0	0
sense	CP000029.1	Genbank	CDS	2555270	2557063	.	+	0	ID=cds2437;Parent=gene2575;Dbxref=NCBI_GP:AAW53397.1;Name=AAW53397.1;Note=identified by similarity to OMNI:NTL01SA0063;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53397.1;transl_table=11	72.0	151.75	101.45	778.0666666666666	510.07142857142856	644.7	59.166666666666664	58.5	59.333333333333336	45.0	40.53333333333333	38.7
sense	CP000029.1	Genbank	CDS	2557181	2557282	.	+	0	ID=cds2438;Parent=gene2576;Dbxref=NCBI_GP:AAW53398.1;Name=AAW53398.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53398.1;transl_table=11	9.0	10.5	14.0	50.0	33.5	52.0	4.0	7.0	6.0	9.0	6.5	2.0
sense	CP000029.1	Genbank	CDS	2557297	2558646	.	+	0	ID=cds2439;Parent=gene2577;Dbxref=NCBI_GP:AAW53399.1;Name=AAW53399.1;Note=identified by similarity to OMNI:NTL01SA0062%3B match to protein family HMM PF00239;gbkey=CDS;product=cassette chromosome recombinase A;protein_id=AAW53399.1;transl_table=11	30.0	44.2	22.5	193.43333333333334	134.0	149.75	23.5	24.1	17.0	10.0	11.0	5.0
sense	CP000029.1	Genbank	CDS	2558668	2560296	.	+	0	ID=cds2440;Parent=gene2578;Dbxref=NCBI_GP:AAW53408.1;Name=AAW53408.1;Note=identified by similarity to OMNI:NTL01SA0061%3B match to protein family HMM PF00239;gbkey=CDS;product=cassette chromosome recombinase B;protein_id=AAW53408.1;transl_table=11	80.75	107.0	108.03333333333333	568.0	281.0	436.83333333333337	55.0	64.5	49.0	31.0	21.119047619047617	24.0
sense	CP000029.1	Genbank	CDS	2560476	2560577	.	+	0	ID=cds2441;Parent=gene2579;Dbxref=NCBI_GP:AAW53409.1;Name=AAW53409.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53409.1;transl_table=11	0	1.0	0	4.0	1.0	1.0	0	0	0	0.5	1.0	0
sense	CP000029.1	Genbank	CDS	2560814	2561164	.	+	0	ID=cds2442;Parent=gene2580;Dbxref=NCBI_GP:AAW53279.1;Name=AAW53279.1;Note=identified by similarity to OMNI:NTL01SA0060;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53279.1;transl_table=11	2.5	16.75	5.5	28.5	18.5	20.5	4.0	5.833333333333333	1.5	2.5	0.5	1.5
sense	CP000029.1	Genbank	CDS	2561157	2561249	.	+	0	ID=cds2443;Parent=gene2581;Dbxref=NCBI_GP:AAW53280.1;Name=AAW53280.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53280.1;transl_table=11	1.5	21.5	4.5	9.5	7.0	9.0	2.0	2.5	1.5	1.0	0.5	1.5
sense	CP000029.1	Genbank	CDS	2561251	2561562	.	+	0	ID=cds2444;Parent=gene2582;Dbxref=NCBI_GP:AAW53281.1;Name=AAW53281.1;Note=identified by similarity to OMNI:NTL01SA0059;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53281.1;transl_table=11	17.0	100.7	24.5	83.0	43.0	133.5	19.833333333333332	19.5	8.0	15.0	9.11111111111111	15.0
sense	CP000029.1	Genbank	CDS	2561580	2562086	.	+	0	ID=cds2445;Parent=gene2583;Dbxref=NCBI_GP:AAW53282.1;Name=AAW53282.1;Note=identified by similarity to OMNI:NTL01SA0058;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53282.1;transl_table=11	0.5833333333333333	5.666666666666667	2.0	11.5	8.0	7.25	5.0	2.0	4.333333333333333	5.2	3.0	2.0
sense	CP000029.1	Genbank	CDS	2562107	2562424	.	+	0	ID=cds2446;Parent=gene2584;Dbxref=NCBI_GP:AAW53283.1;Name=AAW53283.1;Note=identified by match to protein family HMM PF04002;gbkey=CDS;product=RadC domain protein;protein_id=AAW53283.1;transl_table=11	0	4.566666666666667	1.65	4.433333333333334	1.5333333333333332	4.4	2.25	0	0.3333333333333333	1.1666666666666665	0.3333333333333333	0.2
sense	CP000029.1	Genbank	CDS	2562543	2563628	.	+	0	ID=cds2447;Parent=gene2585;Dbxref=NCBI_GP:AAW53284.1;Name=AAW53284.1;Note=identified by similarity to EGAD:7942%3B match to protein family HMM PF00589%3B match to protein family HMM PF02899;gbkey=CDS;gene=tnpA-3;product=transposase A;protein_id=AAW53284.1;transl_table=11	293.41666666666794	630.2499999999993	369.1742424242395	951.7000000000334	631.5333333333328	959.8666666666994	272.41666666666924	251.2500000000024	194.83333333333428	134.33333333333258	126.766666666666	115.33333333333285
sense	CP000029.1	Genbank	CDS	2563625	2565517	.	+	0	ID=cds2448;Parent=gene2586;Dbxref=NCBI_GP:AAW53285.1;Name=AAW53285.1;Note=identified by similarity to EGAD:8390%3B match to protein family HMM PF00589%3B match to protein family HMM PF02899;gbkey=CDS;gene=tnpB-3;product=transposase B;protein_id=AAW53285.1;transl_table=11	637.5333333333348	914.1000000000323	779.6102564102745	2238.2499999998877	1552.6999999999312	2028.3666666664924	660.0333333333368	619.3666666666659	503.8166666666564	491.4916666666569	456.9999999999921	410.4166666666614
sense	CP000029.1	Genbank	CDS	2565524	2565901	.	+	0	ID=cds2449;Parent=gene2587;Dbxref=NCBI_GP:AAW53286.1;Name=AAW53286.1;Note=identified by similarity to EGAD:6135;gbkey=CDS;gene=tnpC-3;product=transposase C;protein_id=AAW53286.1;transl_table=11	266.616666666669	620.0095238095246	345.5103174603155	813.2111111111338	667.138888888895	927.2595238095596	271.05043290043506	287.00940170940305	216.18333333333513	265.726190476193	274.14444444444666	250.83535353535657
sense	CP000029.1	Genbank	CDS	2566052	2566834	.	+	0	ID=cds2450;Parent=gene2588;Dbxref=NCBI_GP:AAW53287.1;Name=AAW53287.1;Note=identified by similarity to EGAD:9921%3B match to protein family HMM PF01909;gbkey=CDS;gene=spC;product=streptomycin 3''-adenylyltransferase;protein_id=AAW53287.1;transl_table=11	1567.0666666665898	2442.0166666666596	2022.3666666664863	3275.7833333337057	2391.8333333333035	2728.5833333334567	1773.416666666543	1335.2833333333094	1137.6666666666874	1359.116666666637	1187.2500000000093	968.2500000000401
sense	CP000029.1	Genbank	CDS	2566960	2567691	.	-	0	ID=cds2451;Parent=gene2589;Dbxref=NCBI_GP:AAW53297.1;Name=AAW53297.1;Note=identified by similarity to EGAD:8703%3B match to protein family HMM PF00398;gbkey=CDS;gene=ermA-3;product=rRNA adenine N-6-methyltransferase;protein_id=AAW53297.1;transl_table=11	9758.666666666526	28428.116666634814	13827.450000007266	14341.8750000082	10372.226190477164	15790.642857153684	7192.5333333312665	7645.9166666641895	5587.3333333327255	6275.25952380829	6357.783333332026	6654.542857141277
sense	CP000029.1	Genbank	CDS	2567774	2567833	.	-	0	ID=cds2452;Parent=gene2590;Dbxref=NCBI_GP:AAW55286.1;Name=AAW55286.1;Note=identified by similarity to GP:43732;gbkey=CDS;product=peptide L;protein_id=AAW55286.1;transl_table=11	153.33333333333331	402.99999999999454	262.6666666666692	142.66666666666634	80.99999999999993	148.9333333333332	182.66666666666748	231.33333333333553	154.0	144.24999999999972	254.00000000000284	172.6666666666672
sense	CP000029.1	Genbank	CDS	2568225	2568887	.	+	0	ID=cds2453;Parent=gene2591;Dbxref=NCBI_GP:AAW53298.1;Name=AAW53298.1;gbkey=CDS;product=hypothetical protein;protein_id=AAW53298.1;transl_table=11	4803.7500000001	8566.852380950084	3111.6666666669635	9421.116666665923	5699.874999999287	13575.958333340142	3780.4166666672677	2076.616666666493	1623.2333333332438	2247.592857142762	1701.833333333226	1727.7499999998863
sense	CP000029.1	Genbank	CDS	2569226	2569855	.	-	0	ID=cds2454;Parent=gene2592;Dbxref=NCBI_GP:AAW53299.1;Name=AAW53299.1;Note=identified by match to protein family HMM PF01925;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53299.1;transl_table=11	6162.583333333333	10764.5	4389.5	3476.0	2262.666666666667	4859.0	188.0	155.0	134.0	141.0	157.0	99.0
sense	CP000029.1	Genbank	CDS	2569870	2570130	.	-	0	ID=cds2455;Parent=gene2593;Dbxref=NCBI_GP:AAW53300.1;Name=AAW53300.1;Note=identified by similarity to GP:14020990%3B match to protein family HMM PF02583;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53300.1;transl_table=11	1621.0	3410.625	638.5	531.7	467.3333333333333	1738.5	36.0	20.0	18.0	30.0	24.0	20.5
sense	CP000029.1	Genbank	CDS	2570266	2571330	.	+	0	ID=cds2456;Parent=gene2594;Dbxref=NCBI_GP:AAW53301.1;Name=AAW53301.1;Note=identified by match to protein family HMM PF00581%3B match to protein family HMM PF01206;gbkey=CDS;product=rhodanese-like domain protein;protein_id=AAW53301.1;transl_table=11	27.5	49.375	36.875	220.58333333333334	139.5	215.83333333333334	12.75	13.2	12.0	4.0	2.0	7.583333333333333
sense	CP000029.1	Genbank	CDS	2572811	2573920	.	-	0	ID=cds2457;Parent=gene2596;Dbxref=NCBI_GP:AAW53302.1;Name=AAW53302.1;Note=identified by similarity to GP:14020995%3B match to protein family HMM PF00480;gbkey=CDS;gene=xylR;product=xylose repressor;protein_id=AAW53302.1;transl_table=11	115.33333333333333	462.0	157.66666666666669	279.64444444444445	248.5769230769231	419.8333333333333	80.83333333333333	74.0	62.55263157894737	113.0	134.06666666666666	127.14285714285714
sense	CP000029.1	Genbank	CDS	2574115	2574327	.	-	0	ID=cds2458;Parent=gene2597;Dbxref=NCBI_GP:AAW53303.1;Name=AAW53303.1;Note=identified by similarity to GP:14020996;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53303.1;transl_table=11	2.0	5.0	0	9.0	7.0	12.0	1.0	3.0	2.0	3.0	0	1.75
sense	CP000029.1	Genbank	CDS	2574428	2574799	.	-	0	ID=cds2459;Parent=gene2598;Dbxref=NCBI_GP:AAW53312.1;Name=AAW53312.1;Note=identified by similarity to EGAD:6173%3B match to protein family HMM PF03965;gbkey=CDS;gene=mecI;product=methicillin-resistance regulatory protein MecI;protein_id=AAW53312.1;transl_table=11	155.0	310.9	157.0	403.75	201.5	383.5	103.25	115.5	110.5	163.0	132.5	120.5
sense	CP000029.1	Genbank	CDS	2574799	2576556	.	-	0	ID=cds2460;Parent=gene2599;Dbxref=NCBI_GP:AAW53313.1;Name=AAW53313.1;Note=identified by similarity to EGAD:8249%3B match to protein family HMM PF00144%3B match to protein family HMM PF00905%3B match to protein family HMM PF05569;gbkey=CDS;gene=mecR1;product=methicillin-resistance regulatory protein MecR1;protein_id=AAW53313.1;transl_table=11	267.5	695.8333333333333	367.8666666666667	1529.2	974.2	1487.9102564102564	236.95	218.0	158.83333333333331	437.8333333333333	334.0	331.0333333333333
sense	CP000029.1	Genbank	CDS	2576656	2578662	.	+	0	ID=cds2461;Parent=gene2600;Dbxref=NCBI_GP:AAW53314.1;Name=AAW53314.1;Note=identified by similarity to EGAD:16370%3B match to protein family HMM PF00905%3B match to protein family HMM PF03717%3B match to protein family HMM PF05223;gbkey=CDS;gene=mecA;product=penicillin-binding protein 2';protein_id=AAW53314.1;transl_table=11	264.0178571428571	407.81666666666666	285.6666666666667	1425.5	735.75	1191.952380952381	168.5666666666667	209.16666666666666	119.2	349.9523809523809	276.1666666666667	197.33333333333334
sense	CP000029.1	Genbank	CDS	2578708	2579136	.	-	0	ID=cds2462;Parent=gene2601;Dbxref=NCBI_GP:AAW53315.1;Name=AAW53315.1;Note=identified by match to protein family HMM PF01575;gbkey=CDS;product=MaoC domain protein;protein_id=AAW53315.1;transl_table=11	75.0	186.64444444444445	90.75	85.47619047619047	60.70000000000001	104.66666666666666	180.83333333333334	163.2	121.33333333333334	285.1111111111111	268.5	257.0
sense	CP000029.1	Genbank	CDS	2579233	2579976	.	-	0	ID=cds2463;Parent=gene2602;Dbxref=NCBI_GP:AAW53316.1;Name=AAW53316.1;Note=identified by match to protein family HMM PF03009;gbkey=CDS;product=glycerophosphoryl diester phosphodiesterase UgpQ%2C putative;protein_id=AAW53316.1;transl_table=11	2062.6666666666665	3103.3333333333335	3460.0	2328.7	1592.5	2002.5	2800.1428571428573	2997.476190476191	2101.285714285714	4346.869047619048	4353.0	4374.2
sense	CP000029.1	Genbank	CDS	2580485	2580715	.	-	0	ID=cds2464;Parent=gene2603;Dbxref=NCBI_GP:AAW55285.1;Name=AAW55285.1;Note=identified by similarity to OMNI:SA0030;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW55285.1;transl_table=11	11.0	9.5	19.0	17.0	16.5	16.0	7.0	9.0	5.0	2.0	4.0	2.0
sense	CP000029.1	Genbank	CDS	2580813	2580980	.	-	0	ID=cds2465;Parent=gene2604;Dbxref=NCBI_GP:AAW53317.1;Name=AAW53317.1;Note=identified by similarity to GP:9937361;gbkey=CDS;product=HMG-CoA synthase%2C truncation;protein_id=AAW53317.1;transl_table=11	362.8333333333333	849.0	707.0	835.0	590.0	887.3333333333334	284.0	358.0	271.0	438.0	435.0	413.0
sense	CP000029.1	Genbank	CDS	2581238	2581912	.	+	0	ID=cds2466;Parent=gene2605;Dbxref=NCBI_GP:AAW53318.1;Name=AAW53318.1;Note=identified by similarity to OMNI:SA0028%3B match to protein family HMM PF00665;gbkey=CDS;product=IS431mec-like transposase;protein_id=AAW53318.1;transl_table=11	2118.2166056166725	2808.3254689752825	3396.3750721498586	2726.8230519479835	2336.610231435446	3004.7203463202136	1699.5090048840223	1562.1944444444307	1392.358333333279	978.903571428571	958.7114468864474	959.149181374184
sense	CP000029.1	Genbank	CDS	2581944	2582183	.	-	0	ID=cds2467;Parent=gene2606;Dbxref=NCBI_GP:AAW53335.1;Name=AAW53335.1;Note=identified by similarity to OMNI:SA0027;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53335.1;transl_table=11	1049.344047619033	1675.5369047619304	1311.7452380952213	1726.6250000000132	1098.4083333333201	1970.4123015873442	1004.8416666666516	793.4023809523699	586.2999999999951	694.3428571428553	555.8249999999975	637.9535714285719
sense	CP000029.1	Genbank	CDS	2582598	2583893	.	-	0	ID=cds2468;Parent=gene2607;Dbxref=NCBI_GP:AAW53336.1;Name=AAW53336.1;Note=identified by similarity to OMNI:NTL01SA0026;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53336.1;transl_table=11	479.66666666666663	1259.6166666666666	593.9333333333334	2010.1666666666667	1023.7500000000001	1932.0	406.0333333333333	579.8	386.5	1217.4761904761904	1054.0	1142.1666666666665
sense	CP000029.1	Genbank	CDS	2584176	2584655	.	-	0	ID=cds2469;Parent=gene2608;Dbxref=NCBI_GP:AAW53337.1;Name=AAW53337.1;Note=identified by match to protein family HMM PF02590%3B match to protein family HMM TIGR00246;gbkey=CDS;product=conserved hypothetical protein TIGR00246;protein_id=AAW53337.1;transl_table=11	105.03333333333333	106.0	87.5	927.5	418.0	683.5	106.33333333333333	82.66666666666667	71.0	316.83333333333337	198.0	265.33333333333337
sense	CP000029.1	Genbank	CDS	2585697	2586497	.	-	0	ID=cds2470;Parent=gene2609;Dbxref=NCBI_GP:AAW53338.1;Name=AAW53338.1;Note=identified by match to protein family HMM PF00753;gbkey=CDS;gene=yycJ;product=metallo-beta-lactamase family protein YycJ;protein_id=AAW53338.1;transl_table=11	1930.2	2607.733333333333	1895.5	1270.6666666666667	914.5000000000001	1230.8666666666666	3189.0	3064.0	2225.0	2129.0	2513.2	1892.0
sense	CP000029.1	Genbank	CDS	2587118	2587909	.	-	0	ID=cds2471;Parent=gene2610;Dbxref=NCBI_GP:AAW53339.1;Name=AAW53339.1;Note=identified by similarity to OMNI:SA0022;gbkey=CDS;gene=yycI;product=yycI protein;protein_id=AAW53339.1;transl_table=11	710.825	1073.6666666666667	803.6666666666666	1462.5	687.25	1218.6666666666665	714.0	847.9999999999999	587.8333333333333	724.5	898.6666666666667	580.5
sense	CP000029.1	Genbank	CDS	2587910	2589247	.	-	0	ID=cds2472;Parent=gene2611;Dbxref=NCBI_GP:AAW53340.1;Name=AAW53340.1;Note=identified by similarity to GP:6689208;gbkey=CDS;gene=yycH;product=yycH protein;protein_id=AAW53340.1;transl_table=11	1282.3333333333333	1962.0833333333333	1353.0	2819.0	1262.5	2199.9333333333334	1431.25	1584.5	1069.0	1694.3333333333335	2077.6666666666665	1314.4166666666665
sense	CP000029.1	Genbank	CDS	2589240	2591072	.	-	0	ID=cds2473;Parent=gene2612;Dbxref=NCBI_GP:AAW53341.1;Name=AAW53341.1;Note=identified by similarity to OMNI:SA0020%3B match to protein family HMM PF00512%3B match to protein family HMM PF00672%3B match to protein family HMM PF00989%3B match to protein family HMM PF02518%3B match to protein family HMM TIGR00229;gbkey=CDS;gene=yycG;product=sensory box histidine kinase YycG;protein_id=AAW53341.1;transl_table=11	1753.1666666666665	3079.3166666666666	1942.5833333333333	3665.8333333333335	1643.7833333333335	2827.25	1927.5	2046.75	1349.8333333333335	3275.142857142857	3407.5	2331.5
sense	CP000029.1	Genbank	CDS	2591085	2591786	.	-	0	ID=cds2474;Parent=gene2613;Dbxref=NCBI_GP:AAW53342.1;Name=AAW53342.1;Note=identified by similarity to OMNI:SA0019%3B match to protein family HMM PF00072%3B match to protein family HMM PF00486;gbkey=CDS;gene=yycF;product=DNA-binding response regulator YycF;protein_id=AAW53342.1;transl_table=11	640.7857142857142	1655.3571428571427	742.7	1586.4285714285713	692.5	1548.9047619047617	719.4047619047618	791.0714285714284	457.28571428571433	1478.0	1340.0	1186.3333333333333
sense	CP000029.1	Genbank	CDS	2591830	2591922	.	-	0	ID=cds2475;Parent=gene2614;Dbxref=NCBI_GP:AAW53350.1;Name=AAW53350.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53350.1;transl_table=11	175.0	371.5	224.5	291.5	169.5	314.8333333333333	178.5	162.5	120.5	588.5	341.0	446.5
sense	CP000029.1	Genbank	tRNA	2592263	2592335	.	-	.	ID=rna81;Parent=gene2615;gbkey=tRNA;product=tRNA-Asp	9957.976190474681	22865.31904762583	29486.724999994603	32189.78333331995	19830.059523815387	8256.116666666043	17151.950000004785	14585.483333335133	11682.34285714147	14446.142857146022	29605.666666650894	10894.978571427138
sense	CP000029.1	Genbank	tRNA	2592341	2592415	.	-	.	ID=rna82;Parent=gene2616;gbkey=tRNA;product=tRNA-Glu	18626.999999999138	28329.28333332901	48616.00000002948	44673.80000002206	30553.583333327893	17606.64285714321	23946.58333332507	21424.74999999257	16517.25000000197	13698.750000001619	19095.450000001667	11852.666666668298
sense	CP000029.1	Genbank	CDS	2592839	2594122	.	-	0	ID=cds2476;Parent=gene2617;Dbxref=NCBI_GP:AAW53351.1;Name=AAW53351.1;Note=identified by match to protein family HMM PF00709%3B match to protein family HMM TIGR00184;gbkey=CDS;gene=purA;product=adenylosuccinate synthetase;protein_id=AAW53351.1;transl_table=11	19443.916666666668	33013.20833333333	15365.583333333334	5888.5	3954.3333333333335	5242.20238095238	9347.369047619048	6160.5	4649.0	6095.75	5289.5	4363.333333333334
sense	CP000029.1	Genbank	CDS	2594401	2595801	.	-	0	ID=cds2477;Parent=gene2618;Dbxref=NCBI_GP:AAW53352.1;Name=AAW53352.1;Note=identified by similarity to EGAD:21924%3B match to protein family HMM PF00772%3B match to protein family HMM PF03796%3B match to protein family HMM TIGR00665;gbkey=CDS;gene=dnaB;product=replicative DNA helicase;protein_id=AAW53352.1;transl_table=11	14737.166666666666	24155.579004329004	10098.694444444445	22031.708333333336	10211.5	22885.583333333332	12273.257575757576	7023.0	5706.75	6179.809523809523	6487.833333333333	5097.5
