#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_JHVN01000001.1_341-Anoxybacillus_A_tepidamans_A -            415 AHH                  PF14412.9    112   2.7e-13   46.4   0.9   1   1   3.6e-16   5.2e-13   45.5   0.3     8   108   312   402   306   406 0.91 -
NZ_ACXX02000018.1_33-Ruminiclostridium_papyrosolvens    -           2309 RHS_repeat           PF05593.17    38   8.4e-58  188.7 130.5   2   2   8.7e-08   2.7e-07   27.5   0.7     1    36  1666  1703  1666  1704 0.95 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   1   8   7.1e-10   2.2e-09   34.1   0.9     1    37    13    49    13    51 0.90 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   2   8   5.3e-10   1.6e-09   34.5   0.5     1    37    34    70    34    70 0.98 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   3   8   6.7e-08   2.1e-07   27.8   1.8     5    37    59    91    55    92 0.94 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   4   8   2.9e-07   8.9e-07   25.8   0.0     2    34    98   130    97   131 0.97 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   5   8   5.4e-07   1.7e-06   24.9   0.3     1    34   118   151   118   154 0.92 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   6   8   1.9e-06   5.9e-06   23.2   0.0     1    32   161   192   161   195 0.94 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   7   8   4.9e-09   1.5e-08   31.4   0.3     2    38   215   251   214   252 0.94 -
DDXV01000067.1_14-UBA2251_sp002347815                   -            770 RHS_repeat           PF05593.17    38   1.8e-57  187.6  61.2   8   8   4.1e-09   1.3e-08   31.7   0.4     1    34   256   289   256   292 0.96 -
NZ_JALPTH010000029.1_56-Streptomyces_lichenis           -           1146 RHS_repeat           PF05593.17    38   3.9e-57  186.6 131.8   1   5   2.9e-08   8.9e-08   29.0   6.7     3    37   327   361   327   361 0.97 -
NZ_JALPTH010000029.1_56-Streptomyces_lichenis           -           1146 RHS_repeat           PF05593.17    38   3.9e-57  186.6 131.8   2   5   6.1e-10   1.9e-09   34.3   5.8     1    33   346   378   346   386 0.91 -
NZ_JALPTH010000029.1_56-Streptomyces_lichenis           -           1146 RHS_repeat           PF05593.17    38   3.9e-57  186.6 131.8   3   5     3e-06   9.4e-06   22.5   4.3     1    37   587   623   587   624 0.93 -
NZ_JALPTH010000029.1_56-Streptomyces_lichenis           -           1146 RHS_repeat           PF05593.17    38   3.9e-57  186.6 131.8   4   5   1.4e-08   4.4e-08   30.0   1.7     1    36   671   705   671   707 0.94 -
NZ_JALPTH010000029.1_56-Streptomyces_lichenis           -           1146 RHS_repeat           PF05593.17    38   3.9e-57  186.6 131.8   5   5   7.6e-11   2.4e-10   37.2   7.1     1    38   691   728   691   728 0.98 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   1   6   3.6e-06   1.1e-05   22.3   1.3     9    38   611   640   604   640 0.90 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   2   6   6.4e-10     2e-09   34.3   0.8     1    34   735   768   735   770 0.97 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   3   6   4.1e-10   1.3e-09   34.9   3.8     1    36   820   853   820   855 0.92 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   4   6   5.1e-09   1.6e-08   31.4   7.1     1    38   840   877   840   877 0.96 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   5   6   2.3e-10   7.2e-10   35.7   3.6     1    38   881   918   881   918 0.98 -
JANJTP010000016.1_108-F1-60-MAGs163_sp024711025         -           1310 RHS_repeat           PF05593.17    38   4.7e-57  186.3 151.2   6   6   3.2e-06   9.9e-06   22.5   4.1     9    36   969   997   964  1000 0.80 -
NZ_CP083746.1_2387-Pseudomonas_E_putida_K               -            939 RHS_repeat           PF05593.17    38   7.4e-57  185.7  63.2   1   3     6e-07   1.9e-06   24.8   1.2     1    38   224   262   224   262 0.85 -
NZ_CP083746.1_2387-Pseudomonas_E_putida_K               -            939 RHS_repeat           PF05593.17    38   7.4e-57  185.7  63.2   2   3   5.6e-07   1.7e-06   24.9   0.0     4    38   354   388   353   388 0.95 -
NZ_CP083746.1_2387-Pseudomonas_E_putida_K               -            939 RHS_repeat           PF05593.17    38   7.4e-57  185.7  63.2   3   3   4.7e-10   1.5e-09   34.7   0.3     1    37   536   571   536   572 0.96 -
NZ_CP062252.1_4451-Pseudomonas_E_allokribbensis         -           1397 RHS_repeat           PF05593.17    38   6.6e-56  182.7  68.3   1   4   5.8e-07   1.8e-06   24.8   0.2     1    37   553   590   553   591 0.88 -
NZ_CP062252.1_4451-Pseudomonas_E_allokribbensis         -           1397 RHS_repeat           PF05593.17    38   6.6e-56  182.7  68.3   2   4   4.7e-07   1.5e-06   25.1   0.8     4    35   683   714   682   717 0.94 -
NZ_CP062252.1_4451-Pseudomonas_E_allokribbensis         -           1397 RHS_repeat           PF05593.17    38   6.6e-56  182.7  68.3   3   4   1.5e-07   4.7e-07   26.7   0.3     1    37   864   899   864   900 0.96 -
NZ_CP062252.1_4451-Pseudomonas_E_allokribbensis         -           1397 RHS_repeat           PF05593.17    38   6.6e-56  182.7  68.3   4   4   1.5e-06   4.6e-06   23.5   0.1     1    38  1068  1105  1068  1105 0.98 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   1   7   2.8e-10   8.8e-10   35.4   0.1     4    36     7    39     6    41 0.93 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   2   7   1.7e-07   5.2e-07   26.5   1.9     1    38    46    83    46    83 0.98 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   3   7   9.3e-11   2.9e-10   36.9   5.0     1    36    88   122    88   124 0.94 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   4   7   3.2e-08   9.9e-08   28.9   3.3     1    37   129   165   125   166 0.98 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   5   7   1.1e-06   3.5e-06   23.9   1.4     1    29   172   200   172   211 0.87 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   6   7   5.8e-12   1.8e-11   40.8   1.6     1    35   306   339   306   341 0.94 -
JAJYDH010000450.1_1-JAJYCH01_sp021777685                -           1734 RHS_repeat           PF05593.17    38   1.8e-55  181.3  98.1   7   7   5.2e-07   1.6e-06   25.0   0.9     4    33   329   357   328   363 0.85 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   1   7   4.5e-07   1.4e-06   25.2   2.1     1    37   497   533   497   534 0.94 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   2   7   1.5e-06   4.6e-06   23.5   0.3     1    37   623   659   623   660 0.94 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   3   7   1.3e-06   3.9e-06   23.7   0.3     1    28   644   672   644   677 0.95 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   4   7   1.6e-09     5e-09   33.0   6.3     1    38   713   749   713   749 0.95 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   5   7   5.8e-07   1.8e-06   24.8   1.9     1    30   733   762   733   770 0.93 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   6   7   2.3e-09   7.2e-09   32.5   0.2     1    36   790   824   790   826 0.93 -
DZCT01000083.1_7-JAIFKL01_sp022736535                   -           1085 RHS_repeat           PF05593.17    38     2e-55  181.2  78.5   7   7   4.2e-06   1.3e-05   22.1   0.1     1    32   810   841   810   847 0.91 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   1   6   1.3e-06   4.1e-06   23.7   2.2     7    34   377   404   375   405 0.93 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   2   6   1.9e-06   5.9e-06   23.2   1.2     1    34   596   629   596   633 0.89 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   3   6   1.7e-06   5.3e-06   23.3   6.0     1    37   730   766   730   767 0.96 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   4   6   4.3e-08   1.3e-07   28.4   3.3     1    34   772   805   772   808 0.96 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   5   6   5.9e-08   1.8e-07   28.0   2.0     1    36   879   914   879   917 0.97 -
JADMIH010000014.1_33-JADMIH01_sp015478675               -           1277 RHS_repeat           PF05593.17    38   3.3e-55  180.5 163.2   6   6   3.6e-06   1.1e-05   22.3   1.2     1    38   924   965   924   965 0.95 -
LR782234.1_2625-Pseudomonas_E_fluorescens_G             -           1563 RHS_repeat           PF05593.17    38   1.6e-54  178.3  62.2   1   2   1.8e-09   5.5e-09   32.9   0.0     1    37   719   755   719   756 0.97 -
LR782234.1_2625-Pseudomonas_E_fluorescens_G             -           1563 RHS_repeat           PF05593.17    38   1.6e-54  178.3  62.2   2   2   2.1e-07   6.6e-07   26.2   0.0     1    37   761   797   761   798 0.97 -
NZ_CP060825.1_4925-Streptomyces_genisteinicus           -           1109 RHS_repeat           PF05593.17    38   1.7e-54  178.2 121.2   1   5   2.6e-11     8e-11   38.7   4.5     2    38   303   339   303   339 0.98 -
NZ_CP060825.1_4925-Streptomyces_genisteinicus           -           1109 RHS_repeat           PF05593.17    38   1.7e-54  178.2 121.2   2   5   7.8e-12   2.4e-11   40.4   2.3     1    31   323   353   323   358 0.93 -
NZ_CP060825.1_4925-Streptomyces_genisteinicus           -           1109 RHS_repeat           PF05593.17    38   1.7e-54  178.2 121.2   3   5   1.4e-07   4.4e-07   26.8   0.3     1    34   398   431   398   437 0.93 -
NZ_CP060825.1_4925-Streptomyces_genisteinicus           -           1109 RHS_repeat           PF05593.17    38   1.7e-54  178.2 121.2   4   5   1.7e-06   5.4e-06   23.3   3.4     1    37   570   606   570   607 0.91 -
NZ_CP060825.1_4925-Streptomyces_genisteinicus           -           1109 RHS_repeat           PF05593.17    38   1.7e-54  178.2 121.2   5   5   4.1e-09   1.3e-08   31.7   7.5     1    38   673   710   673   710 0.97 -
NZ_BIFS01000001.1_5726-Dictyobacter_kobayashii          -           1169 RHS_repeat           PF05593.17    38   6.4e-54  176.3 112.5   1   5   5.6e-10   1.7e-09   34.5   4.4     2    36   309   343   298   346 0.92 -
NZ_BIFS01000001.1_5726-Dictyobacter_kobayashii          -           1169 RHS_repeat           PF05593.17    38   6.4e-54  176.3 112.5   2   5   1.4e-07   4.3e-07   26.8   2.8     1    34   329   361   329   365 0.95 -
NZ_BIFS01000001.1_5726-Dictyobacter_kobayashii          -           1169 RHS_repeat           PF05593.17    38   6.4e-54  176.3 112.5   3   5   1.2e-07   3.7e-07   27.0   3.4     1    38   612   649   612   649 0.98 -
NZ_BIFS01000001.1_5726-Dictyobacter_kobayashii          -           1169 RHS_repeat           PF05593.17    38   6.4e-54  176.3 112.5   4   5   4.8e-08   1.5e-07   28.3   3.7     1    35   633   666   633   667 0.92 -
NZ_BIFS01000001.1_5726-Dictyobacter_kobayashii          -           1169 RHS_repeat           PF05593.17    38   6.4e-54  176.3 112.5   5   5   1.1e-12   3.6e-12   43.0   0.2     1    36   674   708   674   710 0.98 -
CAILEM010000092.1_27-Fimbriimonas_sp903833215           -           1274 RHS_repeat           PF05593.17    38   9.4e-54  175.8 145.7   1   5     2e-06   6.3e-06   23.1   0.4     7    34   457   483   450   486 0.83 -
CAILEM010000092.1_27-Fimbriimonas_sp903833215           -           1274 RHS_repeat           PF05593.17    38   9.4e-54  175.8 145.7   2   5   1.4e-06   4.4e-06   23.6   0.8     1    34   514   547   514   551 0.95 -
CAILEM010000092.1_27-Fimbriimonas_sp903833215           -           1274 RHS_repeat           PF05593.17    38   9.4e-54  175.8 145.7   3   5   1.2e-06   3.6e-06   23.9   1.0     2    34   578   610   577   613 0.91 -
CAILEM010000092.1_27-Fimbriimonas_sp903833215           -           1274 RHS_repeat           PF05593.17    38   9.4e-54  175.8 145.7   4   5   1.2e-07   3.8e-07   27.0   4.6     1    34   598   631   598   635 0.93 -
CAILEM010000092.1_27-Fimbriimonas_sp903833215           -           1274 RHS_repeat           PF05593.17    38   9.4e-54  175.8 145.7   5   5   2.1e-06   6.6e-06   23.0   4.1     1    38   682   719   682   719 0.95 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   1   8   1.1e-06   3.5e-06   23.9   3.1     8    37    41    70    37    71 0.91 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   2   8   5.1e-08   1.6e-07   28.2   7.9     1    37    55   100    55   103 0.86 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   3   8   2.6e-06   8.2e-06   22.7   2.6     1    37   148   184   148   185 0.95 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   4   8   3.3e-08     1e-07   28.8   1.7     7    37   175   205   172   206 0.90 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   5   8   2.3e-08   7.2e-08   29.3   2.1     1    37   190   226   190   227 0.95 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   6   8   1.2e-08   3.7e-08   30.2   0.4     1    37   275   311   275   313 0.96 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   7   8   3.1e-06   9.5e-06   22.5   0.1     1    29   296   324   296   327 0.94 -
PLDN01000097.1_1-Palsa-601_sp003136185                  -            834 RHS_repeat           PF05593.17    38   1.1e-53  175.6 107.3   8   8   4.1e-06   1.3e-05   22.1   1.0     1    32   472   504   472   512 0.91 -
NZ_QJRL01000009.1_94-Pseudomonas_E_sp003205205          -           1397 RHS_repeat           PF05593.17    38   4.5e-53  173.6  85.7   1   3   2.6e-06     8e-06   22.7   1.8     2    37   531   566   531   567 0.97 -
NZ_QJRL01000009.1_94-Pseudomonas_E_sp003205205          -           1397 RHS_repeat           PF05593.17    38   4.5e-53  173.6  85.7   2   3   5.5e-07   1.7e-06   24.9   1.0     1    32   811   842   811   847 0.88 -
NZ_QJRL01000009.1_94-Pseudomonas_E_sp003205205          -           1397 RHS_repeat           PF05593.17    38   4.5e-53  173.6  85.7   3   3   3.8e-11   1.2e-10   38.2   1.3     1    37   862   897   862   898 0.96 -
PMIE01000145.1_15-Fen-1039_sp003156975                  -           1597 RHS_repeat           PF05593.17    38   2.6e-52  171.2  94.8   1   5   4.3e-06   1.3e-05   22.0   6.5     3    36   250   283   249   285 0.94 -
PMIE01000145.1_15-Fen-1039_sp003156975                  -           1597 RHS_repeat           PF05593.17    38   2.6e-52  171.2  94.8   2   5   1.6e-06     5e-06   23.4   1.4     1    37   439   475   439   476 0.90 -
PMIE01000145.1_15-Fen-1039_sp003156975                  -           1597 RHS_repeat           PF05593.17    38   2.6e-52  171.2  94.8   3   5   2.1e-07   6.6e-07   26.2   0.8     5    31   508   534   505   542 0.87 -
PMIE01000145.1_15-Fen-1039_sp003156975                  -           1597 RHS_repeat           PF05593.17    38   2.6e-52  171.2  94.8   4   5   4.3e-07   1.3e-06   25.2   0.1     1    29   571   599   571   602 0.97 -
PMIE01000145.1_15-Fen-1039_sp003156975                  -           1597 RHS_repeat           PF05593.17    38   2.6e-52  171.2  94.8   5   5   9.3e-07   2.9e-06   24.2   2.0     3    29   885   912   883   920 0.88 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   1   6   7.8e-07   2.4e-06   24.4   0.8     5    34  1361  1390  1360  1392 0.93 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   2   6   1.5e-06   4.7e-06   23.5   3.8     1    37  1473  1509  1473  1510 0.96 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   3   6   4.1e-09   1.3e-08   31.7   0.1     1    37  1568  1604  1568  1605 0.96 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   4   6   1.2e-08   3.7e-08   30.2   0.6     1    37  1634  1670  1634  1671 0.93 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   5   6   2.7e-08   8.4e-08   29.1   0.3     1    38  1832  1869  1832  1869 0.84 -
JAHDSQ010000042.1_1-SM3-B62_sp018432615                 -           2115 RHS_repeat           PF05593.17    38   5.5e-52  170.1 116.6   6   6   3.3e-07     1e-06   25.6   3.9     1    32  1853  1884  1853  1885 0.97 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   1   6   4.2e-10   1.3e-09   34.8   3.8     1    37    15    51    15    52 0.96 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   2   6   3.1e-08   9.8e-08   28.9   0.1     1    34    36    69    36    73 0.96 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   3   6   4.8e-09   1.5e-08   31.5   0.3     1    36    78   113    78   115 0.95 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   4   6   1.6e-06   5.1e-06   23.4   4.7     1    38   162   200   162   200 0.93 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   5   6   3.5e-09   1.1e-08   31.9   4.1     1    36   204   240   204   242 0.93 -
CAIVZM010000050.1_16-CAIVZM01_sp903910385               -            724 RHS_repeat           PF05593.17    38     6e-52  170.0 105.5   6   6   1.1e-09   3.3e-09   33.6   8.1     1    38   247   284   247   284 0.97 -
NZ_RDBP01000050.1_182-Streptomyces_sp008042045          -           1113 RHS_repeat           PF05593.17    38   7.5e-52  169.7 129.8   1   5   8.5e-12   2.6e-11   40.3   5.8     2    38   300   336   300   336 0.98 -
NZ_RDBP01000050.1_182-Streptomyces_sp008042045          -           1113 RHS_repeat           PF05593.17    38   7.5e-52  169.7 129.8   2   5   8.5e-12   2.6e-11   40.3   2.4     1    31   320   350   320   355 0.93 -
NZ_RDBP01000050.1_182-Streptomyces_sp008042045          -           1113 RHS_repeat           PF05593.17    38   7.5e-52  169.7 129.8   3   5   3.4e-07   1.1e-06   25.5   0.4     2    34   396   428   395   434 0.92 -
NZ_RDBP01000050.1_182-Streptomyces_sp008042045          -           1113 RHS_repeat           PF05593.17    38   7.5e-52  169.7 129.8   4   5   9.5e-07     3e-06   24.1   3.7     1    37   567   603   567   604 0.91 -
NZ_RDBP01000050.1_182-Streptomyces_sp008042045          -           1113 RHS_repeat           PF05593.17    38   7.5e-52  169.7 129.8   5   5   4.2e-09   1.3e-08   31.7   7.5     1    38   670   707   670   707 0.97 -
JACRPR010000082.1_48-JACRPR01_sp016223105               -           1459 RHS_repeat           PF05593.17    38   1.9e-51  168.4 140.5   1   3   3.3e-09     1e-08   32.0   0.5     2    34   329   361   328   365 0.93 -
JACRPR010000082.1_48-JACRPR01_sp016223105               -           1459 RHS_repeat           PF05593.17    38   1.9e-51  168.4 140.5   2   3   5.1e-07   1.6e-06   25.0   0.8     1    36   494   530   494   530 0.97 -
JACRPR010000082.1_48-JACRPR01_sp016223105               -           1459 RHS_repeat           PF05593.17    38   1.9e-51  168.4 140.5   3   3   1.6e-07     5e-07   26.6   1.4     1    38   860   897   860   897 0.97 -
NZ_SZPR01000011.1_18-Streptomyces_galbus                -           1153 RHS_repeat           PF05593.17    38   2.4e-51  168.1 141.0   1   5     1e-08   3.3e-08   30.4   1.1     3    37   332   366   332   366 0.96 -
NZ_SZPR01000011.1_18-Streptomyces_galbus                -           1153 RHS_repeat           PF05593.17    38   2.4e-51  168.1 141.0   2   5   1.2e-10   3.8e-10   36.6   0.7     1    32   351   382   351   389 0.92 -
NZ_SZPR01000011.1_18-Streptomyces_galbus                -           1153 RHS_repeat           PF05593.17    38   2.4e-51  168.1 141.0   3   5   1.5e-06   4.7e-06   23.5   4.1     1    36   635   669   635   671 0.90 -
NZ_SZPR01000011.1_18-Streptomyces_galbus                -           1153 RHS_repeat           PF05593.17    38   2.4e-51  168.1 141.0   4   5   8.9e-07   2.8e-06   24.2   4.9     1    37   676   711   676   712 0.89 -
NZ_SZPR01000011.1_18-Streptomyces_galbus                -           1153 RHS_repeat           PF05593.17    38   2.4e-51  168.1 141.0   5   5   1.1e-10   3.6e-10   36.6   6.2     1    37   696   732   696   733 0.97 -
JACIXQ010000051.1_10-JACIXR01_sp014360465               -            667 RHS_repeat           PF05593.17    38     4e-51  167.4  88.3   1   5   5.9e-14   1.8e-13   47.1   5.1     1    38    13    50    13    50 0.99 -
JACIXQ010000051.1_10-JACIXR01_sp014360465               -            667 RHS_repeat           PF05593.17    38     4e-51  167.4  88.3   2   5   4.3e-08   1.3e-07   28.4   2.6     1    37    97   146    97   147 0.78 -
JACIXQ010000051.1_10-JACIXR01_sp014360465               -            667 RHS_repeat           PF05593.17    38     4e-51  167.4  88.3   3   5   4.1e-12   1.3e-11   41.3   2.6     1    33   131   163   131   168 0.96 -
JACIXQ010000051.1_10-JACIXR01_sp014360465               -            667 RHS_repeat           PF05593.17    38     4e-51  167.4  88.3   4   5   1.2e-09   3.7e-09   33.4   2.2     1    37   152   188   152   189 0.92 -
JACIXQ010000051.1_10-JACIXR01_sp014360465               -            667 RHS_repeat           PF05593.17    38     4e-51  167.4  88.3   5   5   3.3e-06     1e-05   22.4   1.4     1    34   241   273   241   277 0.92 -
NZ_KV917382.1_29-Bacillus_AO_alkalicellulosilyticus     -           2011 RHS_repeat           PF05593.17    38   4.2e-51  167.3  61.8   1   2   7.2e-07   2.3e-06   24.5   0.0     1    37  1303  1339  1303  1340 0.95 -
NZ_KV917382.1_29-Bacillus_AO_alkalicellulosilyticus     -           2011 RHS_repeat           PF05593.17    38   4.2e-51  167.3  61.8   2   2   3.3e-06     1e-05   22.4   0.1     1    36  1352  1387  1352  1388 0.97 -
NZ_JACHEM010000017.1_95-Streptomyces_candidus           -           1123 RHS_repeat           PF05593.17    38   4.5e-51  167.2 103.9   1   4   9.2e-10   2.9e-09   33.8   1.2     2    38   309   345   309   345 0.97 -
NZ_JACHEM010000017.1_95-Streptomyces_candidus           -           1123 RHS_repeat           PF05593.17    38   4.5e-51  167.2 103.9   2   4   1.5e-08   4.8e-08   29.8   0.9     6    34   334   362   334   364 0.93 -
NZ_JACHEM010000017.1_95-Streptomyces_candidus           -           1123 RHS_repeat           PF05593.17    38   4.5e-51  167.2 103.9   3   4   3.5e-06   1.1e-05   22.3   0.0     9    34   531   556   530   557 0.94 -
NZ_JACHEM010000017.1_95-Streptomyces_candidus           -           1123 RHS_repeat           PF05593.17    38   4.5e-51  167.2 103.9   4   4   2.9e-10   8.9e-10   35.4   5.3     1    38   668   705   668   705 0.98 -
VAYG01000145.1_5-AC-52_sp005885015                      -           1254 RHS_repeat           PF05593.17    38   5.7e-51  166.9 148.2   1   1   2.7e-09   8.4e-09   32.3   3.8     1    36   569   604   569   606 0.97 -
CP054189.1_700-Nitrosymbiomonas_sp001567425             -            695 RHS_repeat           PF05593.17    38   6.2e-51  166.8  87.1   1   5   1.7e-12   5.4e-12   42.5   0.6     1    34    14    47    14    50 0.97 -
CP054189.1_700-Nitrosymbiomonas_sp001567425             -            695 RHS_repeat           PF05593.17    38   6.2e-51  166.8  87.1   2   5   4.9e-08   1.5e-07   28.3   2.5     1    37    98   134    98   136 0.97 -
CP054189.1_700-Nitrosymbiomonas_sp001567425             -            695 RHS_repeat           PF05593.17    38   6.2e-51  166.8  87.1   3   5   9.4e-07   2.9e-06   24.1   1.1     1    31   180   210   180   214 0.83 -
CP054189.1_700-Nitrosymbiomonas_sp001567425             -            695 RHS_repeat           PF05593.17    38   6.2e-51  166.8  87.1   4   5   2.9e-08   9.1e-08   29.0   0.3     1    34   201   234   201   240 0.92 -
CP054189.1_700-Nitrosymbiomonas_sp001567425             -            695 RHS_repeat           PF05593.17    38   6.2e-51  166.8  87.1   5   5   4.4e-07   1.4e-06   25.2   4.9     1    38   350   386   350   386 0.93 -
NZ_KZ845675.1_34-Thermoflavimicrobium_daqui             -            883 RHS_repeat           PF05593.17    38   9.8e-51  166.2  63.6   1   5   1.8e-08   5.6e-08   29.6   0.1     1    34   256   289   256   293 0.89 -
NZ_KZ845675.1_34-Thermoflavimicrobium_daqui             -            883 RHS_repeat           PF05593.17    38   9.8e-51  166.2  63.6   2   5   1.6e-06   4.9e-06   23.4   0.0     1    37   298   334   298   335 0.97 -
NZ_KZ845675.1_34-Thermoflavimicrobium_daqui             -            883 RHS_repeat           PF05593.17    38   9.8e-51  166.2  63.6   3   5   1.7e-06   5.2e-06   23.4   0.2     1    38   496   532   496   532 0.95 -
NZ_KZ845675.1_34-Thermoflavimicrobium_daqui             -            883 RHS_repeat           PF05593.17    38   9.8e-51  166.2  63.6   4   5   2.8e-06   8.7e-06   22.6   1.3     1    38   561   609   561   609 0.89 -
