assembly_accession,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_900100715.1,RS_GCF_900100715.1,0,99.51,0.0,228,p__Euryarchaeota (UID49),153,0.0,2574633,87.33766024504844,22,1186008,40.26684584047307,2947907,RS_GCF_900100715.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani,not type material,none,f,4,4,548185,548185,1274,1,1257,NZ_FNCA01000020.1,344468,3,117,NZ_FNCA01000003.1,1257,2189,0,98.091,AZAJ01000001.1426969.1429891,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanolobus;Methanolobus tindarius DSM 2278,133880,147395,f,f,t,321454,321454,Scaffold,IMG-taxon 2642422561 annotated assembly,na,PRJNA224116,SAMN04488589,22,321454,none,2016-10-21,GCA_900100715.1,none,full,none,none,none,0,0,Methanolobus vulcani,none,representative genome,8,20,4,321454,127388,101079,2016/10/21,2,38026,4,M;PL 12,DOE - JOINT GENOME INSTITUTE,38026,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani,2536,2947907,11,47,assembly from type material,2945371,0,FNCA00000000.1,2825,20,1575,2,none,none,none,none,none,none,1474,NZ_FNCA01000018.1,1466,2614,0,98.84,AZAJ01000001.771664.773129,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanolobus;Methanolobus tindarius DSM 2278,2536,19,47,0,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus vulcani
GCF_000969965.1,RS_GCF_000969965.1,0,99.84,0.0,228,p__Euryarchaeota (UID49),153,0.0,3075657,74.33904949004638,1,1724959,41.692494471685535,4137337,RS_GCF_000969965.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp000969965,not type material,none,f,1,1,4137337,4137337,4137337,3,2890,NZ_CP009503.1,4137337,3,117,NZ_CP009503.1,2890,5337,0,100,CP009503.3060741.3063640,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina sp. WWM596,4137337,4137337,t,f,f,4137337,4137337,Complete Genome,ASM96996v1,na,PRJNA224116,SAMN03074594,none,none,none,2015-04-07,GCA_000969965.1,none,full,none,none,none,1,0,Methanosarcina sp. WWM596,3639,na,9,1,1,4137337,4137337,4137337,2015/04/07,0,1434103,3,WWM596,University of Illinois at Urbana-Champaign,1434103,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp. WWM596,0,4137337,11,58,none,4137337,0,none,3668,1,4137337,3,none,none,none,none,none,none,1478,NZ_CP009503.1,1478,2730,0,100,CP009504.3095322.3096800,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina sp. WH1,0,19,58,0,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp000969965
GCF_002287235.1,RS_GCF_002287235.1,0,99.84,0.65,228,p__Euryarchaeota (UID49),153,50.0,3626788,71.27280587980977,559,1971774,38.74885037141846,5088600,RS_GCF_002287235.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei,type strain of species,LPSN,f,64,64,75879,75879,3217,1,2889,NZ_LMVP01000189.1,3217,1,118,NZ_LMVP01000189.1,2889,5175,0,98.996,CP009517.54671.57570,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri 3,9103,9103,t,f,f,25064,25064,Contig,ASM228723v1,na,PRJNA224116,SAMN04229036,559,25064,Romania,2017-09-06,GCA_002287235.1,none,full,none,none,none,0,0,Methanosarcina spelaei,4329,representative genome,3,none,none,none,none,none,2017/09/06,0,1036679,1,MC-15,University of California Santa Barbara,1036679,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei,0,5088600,11,59,assembly from type material,5088600,0,LMVP00000000.1,4428,559,1703,1,1473,2676,0,99.457,491,k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__,1478,NZ_LMVP01000249.1,1473,2676,0,99.457,AF028692.1.1478,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri,0,19,59,0,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina spelaei
GCF_000265525.1,RS_GCF_000265525.1,0,100.0,0.0,299,p__Euryarchaeota (UID4),202,0.0,1778260,91.17818524513756,1,1088616,55.81750211376328,1950313,RS_GCF_000265525.1,t,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus cleftensis,type strain of species,LPSN,f,1,1,1950313,1950313,1950313,1,3011,NC_018015.1,1950313,2,104,NC_018015.1,3010,5559,0,100,CP003651.1282611.1285626,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus cleftensis,1950313,1950313,t,f,f,1950313,1950313,Complete Genome,ASM26552v1,na,PRJNA224116,SAMN02603492,none,none,Pacific Ocean: Cleft Segment of the Juan de Fuca Ridge,2012-06-11,GCA_000265525.1,none,full,none,deep-sea hydrothermal sulfide chimney,none,1,0,Thermococcus cleftensis,2052,representative genome,4,1,1,1950313,1950313,1950313,2012/06/11,0,163003,1,CL1,Kyung Hee University,163003,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus cleftensis,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus cleftensis,0,1950313,11,46,assembly from type material,1950313,0,none,2074,1,1950313,1,none,none,none,none,none,none,1487,NC_018015.1,1487,2747,0,100,CP003651.1280864.1282350,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus cleftensis,0,19,46,0,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis
GCF_024707485.1,RS_GCF_024707485.1,0,100.0,0.0,299,p__Euryarchaeota (UID4),202,0.0,1901959,91.84374251520138,1,1107659,53.48777128773305,2070864,RS_GCF_024707485.1,t,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp024707485,not type material,none,f,1,1,2070864,2070864,2070864,1,3013,NZ_CP102602.1,2070864,2,103,NZ_CP102602.1,3013,5553,0,99.934,FOIW01000003.74556.77570,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus thioreducens,2070864,2070864,t,f,f,2070864,2070864,Complete Genome,ASM2470748v1,na,PRJNA224116,SAMN30184678,none,none,Indian Ocean: southwest Indian Ocean,2022-08-18,GCA_024707485.1,none,full,none,chimney,none,1,0,Thermococcus sp. 813A4,none,na,4,1,1,2070864,2070864,2070864,2022/08/18,0,2969672,1,813A4,"(LMO)Laboratory of Microbial Oceanography, Shanghai Jiao Tong University",2969672,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;x__unclassified Thermococcus;s__Thermococcus sp. 813A4,0,2070864,11,46,none,2070864,0,none,2280,1,2070864,1,none,none,none,none,none,none,1486,NZ_CP102602.1,1486,2723,0,99.731,CP015101.1415596.1417105,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus barossii,0,19,46,0,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp024707485
GCF_000258515.1,RS_GCF_000258515.1,0,100.0,0.25,299,p__Euryarchaeota (UID4),202,0.0,1594263,90.34909005592898,5,961270,54.4765009274272,1764559,RS_GCF_000258515.1,t,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus zilligii,type strain of species,LPSN,f,1,1,1058616,1058616,547395,1,3014,NZ_AJLF01000002.1,1058616,2,104,NZ_AJLF01000001.1,3009,5557,0,100,AJLF01000002.72484.75501,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus zilligii AN1,352911,352911,t,f,f,1058616,1058616,Contig,TheZil1.0,na,PRJNA224116,SAMN02470188,5,1058616,New Zealand: Rotorua,2012-04-11,GCA_000258515.1,none,full,none,freshwater hot-pool in Kuirau Park,none,0,0,Thermococcus zilligii AN1,1844,representative genome,4,none,none,none,none,none,2012/04/11,0,54076,1,AN1,Korea Research Institute of Bioscience and Biotechnology,1151117,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus zilligii,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus zilligii;x__Thermococcus zilligii AN1,0,1764559,11,46,assembly from type material,1764559,0,AJLF00000000.1,1869,5,547395,1,1443,2638,0,99.653,554093,k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__waiotapuensis,1486,NZ_AJLF01000002.1,1473,2721,0,100,AJLF01000002.75762.77234,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus zilligii AN1,0,19,46,0,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus zilligii
GCA_015523185.1,GB_GCA_015523185.1,0,97.52,0.25,299,p__Euryarchaeota (UID4),202,0.0,1593925,92.11900439753128,85,884625,51.12585238650884,1730289,GB_GCA_015523185.1,t,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185,not type material,none,f,17,17,75285,75285,35144,1,408,WAKV01000056.1,7518,2,106,WAKV01000031.1,408,743,0,99.51,CP007264.1094794.1097814,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus nautili,20356,20356,f,f,t,38078,38078,Contig,ASM1552318v1,na,PRJNA546572,SAMN12837202,85,38078,Pacific Ocean,2020-11-16,GCA_015523185.1,derived from metagenome,full,S013_43,deep-sea hydrothermal deposit,34.86107892 S 179.0576362 E,0,none,Thermococcus sp.,none,na,none,none,none,none,none,none,2020/11/16,0,35749,none,S013_43,Portland State University,35749,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;x__unclassified Thermococcus;s__Thermococcus sp.,0,1730289,none,none,none,1730289,0,WAKV00000000.1,2010,85,18494,1,none,none,none,none,none,none,227,WAKV01000024.1,227,420,4.37e-116,100,CP015102.152174.153684,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus pacificus,0,19,43,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp015523185
GCA_003560595.1,GB_GCA_003560595.1,0,95.96,1.6,188,p__Euryarchaeota (UID3),125,0.0,1738963,91.9046602309134,100,816493,43.15187370054405,1892138,GB_GCA_003560595.1,t,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__PWKY01;f__PWKY01;g__PWKY01;s__PWKY01 sp003560595,not type material,none,f,17,17,82460,82460,42531,2,2023,PWKY01000050.1,31379,1,108,PWKY01000011.1,753,444,2.3e-122,77.822,CP009502.1855498.1858398,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina thermophila CHTI-55,18921,18921,f,f,t,31379,31379,Contig,ASM356059v1,na,PRJNA434545,SAMN08574489,100,31379,Russia: Kulunda Steppe,2018-09-13,GCA_003560595.1,derived from metagenome,full,CSSed10_214,hypersaline soda lake sediment,52.11 N 79.17 E,0,none,Thermoplasmata archaeon,none,na,none,none,none,none,none,none,2018/09/13,0,1906666,none,CSSed10_214,"Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam",1906666,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon,0,1892138,none,none,none,1892138,0,PWKY00000000.1,1848,100,17283,1,none,none,none,none,none,none,794,PWKY01000009.1,794,1177,0,93.451,HE604570.1.914,Archaea;Thermoplasmatota;Thermoplasmata;uncultured;uncultured archaeon,0,16,42,0,Archaea,Thermoplasmatota,Thermoplasmata,PWKY01,PWKY01,PWKY01,PWKY01 sp003560595
GCA_001856825.1,GB_GCA_001856825.1,2,97.13,0.81,187,p__Euryarchaeota (UID3),124,0.0,1497135,88.69514371227686,6,747706,44.29658628137971,1687956,GB_GCA_001856825.1,t,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp001856825,not type material,none,f,2,2,567734,567734,380665,1,2901,ATMD01000002.1,567734,1,117,ATMD01000004.1,2901,5358,0,100,ACXM01000005.159945.162858,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales archaeon I-plasma,281326,281326,t,f,f,550830,550830,Contig,amd i-plasma,na,PRJNA209804,SAMN02981546,6,550830,USA: Iron Mountain; CA,2013-08-14,GCA_001856825.1,derived from metagenome,full,none,isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body,40.40 N 122.31 W,0,0,Thermoplasmatales archaeon I-plasma,1696,na,0,none,none,none,none,none,2013/08/14,0,667138,0,none,University of California Berkeley,667138,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon I-plasma,0,1687956,11,0,none,1687956,0,ATMD00000000.1,1754,6,567734,1,none,none,none,none,none,none,1473,ATMD01000004.1,1461,2699,0,100,ATMD01000004.274550.276010,Archaea;Thermoplasmatota;Thermoplasmata;BSLdp215;Thermoplasmatales archaeon I-plasma,0,19,46,0,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,GCA-001856825,GCA-001856825,GCA-001856825 sp001856825
GCF_900083515.1,RS_GCF_900083515.1,0,96.33,0.0,187,p__Euryarchaeota (UID3),124,0.0,1710894,88.2495941866169,1,723052,37.29573286002624,1938699,RS_GCF_900083515.1,t,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,type strain of species,LPSN,t,1,1,1938699,1938699,1938699,1,2894,NZ_LT671858.1,1938699,1,114,NZ_LT671858.1,2894,5345,0,100,LT719092.1818145.1821050,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum,1938699,1938699,t,f,f,1938699,1938699,Complete Genome,ASM90008351v1,na,PRJNA224116,SAMEA3719625,none,none,Spain,2016-12-13,GCA_900083515.1,none,full,none,acidic streamer,37.6 N 7.1 W,1,0,Cuniculiplasma divulgatum,none,na,3,1,1,1938699,1938699,1938699,2016/12/13,0,1673428,1,JCM 30642;VKM B-2941);S5(T) (,Immanuel Kant Baltic Federal University,1673428,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,0,1938699,11,46,assembly from type material,1938699,0,none,1960,1,1938699,1,none,none,none,none,none,none,1468,NZ_LT671858.1,1468,2712,0,100,LT719092.191013.192481,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum,0,19,46,0,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum
GCF_000011185.1,RS_GCF_000011185.1,0,97.97,0.0,186,p__Euryarchaeota (UID3),123,0.0,1382234,87.21797774362003,1,632630,39.918500962895095,1584804,RS_GCF_000011185.1,t,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma volcanium,type strain of species,LPSN,f,1,1,1584804,1584804,1584804,1,2897,NC_002689.2,1584804,1,111,NC_002689.2,2897,5350,0,100,BA000011.86357.89266,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasma volcanium GSS1,1584804,1584804,t,f,f,1584804,1584804,Complete Genome,ASM1118v1,na,PRJNA224116,SAMD00061089,none,none,none,2004-05-11,GCA_000011185.1,none,full,none,none,none,1,0,Thermoplasma volcanium GSS1,1578,representative genome,3,1,1,1584804,1584804,1584804,2004/05/11,0,50339,1,GSS1,"National Institute of Advanced Industrial Science and Technology, Japan",273116,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma volcanium,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma volcanium;x__Thermoplasma volcanium GSS1,0,1584804,11,46,assembly from type material,1584804,0,none,1635,1,1584804,1,none,none,none,none,none,none,1469,NC_002689.2,1469,2713,0,100,BA000011.1518773.1520246,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasma volcanium GSS1,0,19,46,0,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium
GCA_002498845.1,GB_GCA_002498845.1,0,98.79,0.0,187,p__Euryarchaeota (UID3),124,0.0,1613866,89.07076139195934,92,841027,46.478496510356194,1811892,GB_GCA_002498845.1,t,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845,not type material,none,f,20,15,104834,104834,58368,1,2899,DAJC01000023.1,67527,1,116,DAJC01000016.1,2897,5345,0,99.965,ATMF01000013.26093.28997,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasmatales archaeon A-plasma,19668,27875,t,f,f,32940,40222,Scaffold,ASM249884v1,na,PRJNA348753,SAMN06027607,92,32940,USA: Richmond Mine,2017-10-10,GCA_002498845.1,derived from metagenome,full,UBA509,Richmond Mine C75 location,none,0,none,Thermoplasmatales archaeon UBA509,0,na,none,65,15,40222,25054,14880,2017/10/10,27,1915722,none,UBA509,University of Queensland,1915722,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon UBA509,2395,1811892,none,none,none,1809497,0,DAJC00000000.1,1919,65,58368,1,none,none,none,none,none,none,1469,DAJC01000023.1,1457,2686,0,99.931,ACXK01000051.16727.18183,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;A-plasma;Thermoplasmatales archaeon A-plasma,2395,19,45,0,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,UBA509,UBA509 sp002498845
GCF_000204925.1,RS_GCF_000204925.1,0,100.0,0.6,217,c__Thermoprotei (UID147),168,0.0,1637856,88.99708098685683,1,772846,41.99455755107186,1840348,RS_GCF_000204925.1,t,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera cuprina,type strain of species,LPSN,f,1,1,1840348,1840348,1840348,1,3030,NC_015435.1,none,0,none,none,3030,5596,0,100,CP002656.414399.417450,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera cuprina Ar-4,1840348,1840348,f,f,t,1840348,1840348,Complete Genome,ASM20492v1,na,PRJNA224116,SAMN02603221,none,none,China: Yunnan province,2011-04-19,GCA_000204925.1,none,full,none,sulfuric hot spring,none,1,0,Metallosphaera cuprina Ar-4,1918,representative genome,3,1,1,1840348,1840348,1840348,2011/04/19,0,1006005,1,Ar-4,Environmental Microbiology Research Center (EMRC),1006006,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera cuprina,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera cuprina;x__Metallosphaera cuprina Ar-4,0,1840348,11,46,assembly from type material,1840348,0,none,1992,1,1840348,1,none,none,none,none,none,none,1495,NC_015435.1,1430,2641,0,100,CP002656.417677.419106,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera cuprina Ar-4,0,19,46,0,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina
GCF_019710475.1,RS_GCF_019710475.1,0,100.0,0.82,306,o__Actinomycetales (UID1696),183,0.0,4432930,87.08432441692068,37,3604877,70.81733258839994,5090388,RS_GCF_019710475.1,t,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__Glycomyces sp019710475,not type material,none,f,4,4,1101785,1101785,3203,1,3117,NZ_JAJFAX010000020.1,none,0,none,none,3132,4970,0,95.466,FNAD01000034.2.3122,Bacteria;Actinobacteriota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;Glycomyces harbinensis,137578,137578,f,f,t,435448,435448,Contig,ASM1971047v2,na,PRJNA224116,SAMN20692424,37,435448,China: XinJiang,2021-11-04,GCA_019710475.2,none,full,none,soil,none,0,0,Glycomyces sp. TRM65418,none,na,2,none,none,none,none,none,2021/11/04,0,2867006,1,TRM65418,Tarim University,2867006,d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__,d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;x__unclassified Glycomyces;s__Glycomyces sp. TRM65418,0,5090388,11,46,none,5090388,0,JAJFAX000000000.1,4595,37,1802,1,none,none,none,none,none,none,1530,NZ_JAJFAX010000022.1,1528,2673,0,98.298,AJ293747.1.1525,Bacteria;Actinobacteriota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;Glycomyces harbinensis,0,19,47,0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Glycomyces,Glycomyces sp019710475
