protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,length
NZ_LOPU01000034.1_108,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus marisrubri,429
NZ_CP008874.1_2029,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens,429
LKML01000015.1_13,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,429
NZ_SBIT01000002.1_177,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber,432
NZ_CP096659.1_1002,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp023238205,432
PWGU01000099.1_7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003554605,436
LKMS01000097.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,PL-Br10-E2g29,PL-Br10-E2g29 sp001563965,107
NZ_FNFC01000008.1_36,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus aranensis,432
NZ_FOYS01000001.1_290,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum limi,433
NZ_FZNQ01000009.1_87,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum vacuolatum,436
NZ_FNFE01000002.1_455,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,430
SAYS01000014.1_59,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp004015825,431
NZ_WOWO01000004.1_165,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Salinirussus,Salinirussus salinus,432
NZ_KZ859509.1_50,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus litoreus,432
NZ_FNPB01000002.1_184,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus clavatus,440
SKSD01000015.1_103,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SKSH01,SKSH01,SKSH01 sp007118145,430
QNGA01000001.1_417,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp003298465,430
NZ_LGUC01000001.1_636,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica B,433
NZ_BMOC01000015.1_79,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus salinus,435
NZ_CP083663.1_1328,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus sp020097815,429
PXRQ01000071.1_64,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,QS-5-70-15 sp003022005,430
NC_014729.1_12,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense,433
NZ_SBIV01000002.1_440,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus marinus,432
PUMG01000157.1_6,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp003551265,433
KE356579.1_478,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp000416085,437
NZ_CP096270.1_800,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Salinarchaeaceae,Salinarchaeum,Salinarchaeum laminariae,443
NZ_CP099993.1_2048,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125,430
NZ_CP035119.1_1578,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus pelagicus,432
NZ_AOJL01000005.1_32,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum coriense,439
NZ_SMZK01000007.1_54,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp005938085,93
NZ_AOMB01000017.1_51,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus hamelinensis,429
NZ_CP087724.1_2688,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sp024972755,429
NZ_JACDNP010000016.1_20,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus salina,432
PXQO01000076.1_56,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp003021285,433
NZ_QWGG01000002.1_137,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex salinum,434
NZ_FNKQ01000003.1_635,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius longus,434
PXRM01000017.1_99,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloglomus,Haloglomus sp003020985,441
NZ_CP083666.1_2822,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus sp020097835,429
SKNY01000013.1_9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SKNY01,SKNY01,SKNY01 sp007123105,433
PXRN01000010.1_249,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sp003021045,445
NZ_AP017569.1_1515,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum A,439
PXRY01000054.1_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sp003022925,446
NC_021921.1_1551,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,429
NZ_CP033878.1_2640,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus sp009690625,429
NZ_CP089466.1_2649,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium litoreum,431
NZ_CP031310.1_99,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum,432
NZ_ML219773.1_379,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halobius,434
NZ_QQRR01000001.1_1647,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus halophilus,429
NZ_WUUT01000004.1_206,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus carboxidivorans,432
NZ_CP064791.1_1179,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum sp017094465,428
NZ_JAMZIE010000003.1_279,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp024178165,429
SKSH01000098.1_20,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SKSH01,SKSH01,SKSH01 sp007118075,431
NZ_JAGGLC010000001.1_864,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina salifodinae,434
NZ_BBJN01000010.1_59,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina rubra,433
NZ_FOXI01000003.1_44,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica,433
WTZT01000021.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,UBA12382,UBA12382,UBA12382 sp009889685,318
NZ_QJOW01000003.1_61,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis rubeus,427
DASO01000001.1_57,Archaea,Halobacteriota,Halobacteria,Halobacteriales,UBA12382,UBA12382,UBA12382 sp002503845,432
SKXI01000415.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halalkalicoccaceae,SKXI01,SKXI01 sp007128515,93
JAKURE010000003.1_53,Archaea,Halobacteriota,Halobacteria,Halobacteriales,UBA12382,UBA12382,UBA12382 sp022450005,432
NZ_QMDX01000010.1_50,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloglomus,Haloglomus irregulare,439
NZ_ML974136.1_70,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus,432
PXQU01000010.1_60,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp003021785,427
NZ_CP101161.1_1089,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp024298865,428
ML241294.1_876,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkalirubrum,Halalkalirubrum sp005239175,431
NZ_JAKRVX010000001.1_641,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Natronocalculus,Natronocalculus amylovorans,432
NZ_CP101454.1_1485,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp024362405,428
PXQR01000101.1_18,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sp003021235,457
PXSB01000010.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp003023185,329
WTZU01000007.1_12,Archaea,Halobacteriota,Halobacteria,Halobacteriales,UBA12382,UBA12382,UBA12382 sp009889625,432
NZ_QKNW01000001.1_1188,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis longus,427
PWMF01000137.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus sp003559215,411
PXQV01000013.1_23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp003021175,432
KE356560.1_3428,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi A,450
VEPN01000050.1_18,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp012026835,423
DAEV01000019.1_28,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea A,Methanolinea A sp002509495,434
NZ_JMIW01000003.1_69,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter longus,447
NZ_CP029078.1_1552,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoviridis A,431
JACIWL010000010.1_27,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,DTER01,DTER01 sp014360995,435
JAHJSX010000025.1_3,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,Hydrothermarchaeaceae,JAHJSX01,JAHJSX01 sp018830205,435
CABMIH010000021.1_17,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp902386205,423
PQAS01000055.1_52,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp003104905,421
NZ_JAGGKR010000001.1_658,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea B,Methanolinea B mesophila,439
JAGDVW010000056.1_12,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,DTER01,DTER01 sp023255835,438
JAHDEX010000009.1_67,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,Yoonia sp020628545,426
JACIWM010000002.1_22,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,DTER01,DTER01 sp014360945,428
QIGD01000115.1_4,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,BMS3B,BMS3B sp003229935,440
JAFWYK010000001.1_5,Bacteria,Bacillota A,Clostridia,TANB77,CAG-508,Scatovivens,Scatovivens sp017517685,426
NZ_BMOF01000010.1_43,Bacteria,Bacillota,Bacilli,Calditerricolales,Calditerricolaceae,Calditerricola,Calditerricola satsumensis,437
BDTY01000118.1_5,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,BMS3B,BMS3B sp002897955,440
JAFAYI010000031.1_349,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-105,Bog-105 sp019240475,488
JAHFDG010000035.1_17,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp023249105,422
JAKLHS010000024.1_6,Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,Cryosericum sp022710025,430
JAEYPH010000008.1_8,Bacteria,Bacillota A,Clostridia,Christensenellales,UMGS416,JAEYRA01,JAEYRA01 sp023410875,434
CP073744.1_762,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SCSIO-12696,SCSIO-12696 sp024397955,440
JACMMQ010000079.1_8,Bacteria,Bacillota A,Clostridia,SK-Y3,JACMMQ01,JACMMQ01,JACMMQ01 sp014378955,430
QGUL01000004.1_13,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,ZC4RG42,ZC4RG42 sp003242425,471
DPJP01000039.1_7,Bacteria,Armatimonadota,UBA5377,UBA5377,UBA11051,UBA11051,UBA11051 sp003542955,431
JAKLPW010000346.1_7,Bacteria,Chloroflexota,Anaerolineae,JAKLPW01,JAKLPW01,JAKLPW01,JAKLPW01 sp022013675,655
RFHW01000197.1_4,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,SZUA-236,J060,J060 sp003695745,440
DANP01000001.1_38,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,UBA9949,UBA9949 sp002499905,440
NZ_WVVW01000001.1_1162,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomaricurvus,Pseudomaricurvus sp009857815,443
JAEZSC010000070.1_3,Bacteria,Bacillota A,Clostridia,Christensenellales,UMGS416,JAEYRA01,JAEYRA01 sp023422005,436
JAFDEF010000010.1_79,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,HGW-15,JAFDEF01,JAFDEF01 sp019310485,458
NZ_VSLZ01000004.1_181,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp010747475,212
CP100465.1_75,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp024227995,247
NZ_BIXZ01000012.1_61,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula mannanilytica,249
NZ_FOXI01000014.1_10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica,345
NZ_AP017570.1_62,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum A,345
NZ_CP007061.1_33,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp000230955,296
CP002989.1_262,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina sp000224475,296
QHBT01000018.1_58,Bacteria,Dormibacterota,Dormibacteria,Dormibacterales,Dormibacteraceae,Dormibacter,Dormibacter sp003244185,342
NZ_BONE01000043.1_42,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Asanoa,Asanoa siamensis,1582
VBHP01000083.1_31,Bacteria,Chloroflexota,Limnocylindria,P2-11E,CF-107,CF-107,CF-107 sp005881435,1776
NZ_BOMW01000043.1_61,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes siamensis,1591
NZ_BOMH01000010.1_50,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes cyaneus,1603
NZ_BKZW01000001.1_3055,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter vulcani,389
PMOL01000013.1_378,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,Palsa-851,Palsa-851 sp003162415,1572
JAFAYP010000292.1_1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,Palsa-465 sp019240305,814
JAFAYP010000416.1_18,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,Palsa-465 sp019240305,1511
NZ_BKZW01000001.1_2764,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter vulcani,646
DNAU01000053.1_1,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,UBA8260,UBA8260 sp003491925,566
CADDZP010000074.1_3,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,CADDZP01,CADDZP01 sp902812475,1928
JAHFUP010000138.1_2,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,CADCTB01,CADCTB01 sp023265025,1388
JABAKE010000007.1_1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Modestobacter,Modestobacter lapidis,329
NZ_WWJX01000215.1_1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Embleya,Embleya sp009865215,286
NZ_JADNYM010000041.1_8,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Z1-20,Z1-20 sp015708085,944
NZ_BKZW01000001.1_2767,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter vulcani,321
NZ_MWQN01000003.1_105,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Embleya,Embleya scabrispora A,1112
NZ_QLLT01000032.1_14,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp003259315,1061
NZ_BIFQ01000001.1_5138,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter aurantiacus,526
NZ_BIFS01000001.1_5726,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,1169
NZ_KB891263.1_1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,Frankia discariae,1602
NZ_FMCH01000524.1_2,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp900091855,697
NZ_SSBQ01000002.1_3752,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp004795255,1102
NZ_JAAKZW010000046.1_8,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mesophilus,1128
NZ_JTIY01000001.1_6053,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp000818175,1105
NZ_JAATEN010000007.1_247,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp012034935,343
NZ_SSBQ01000002.1_3753,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp004795255,351
NZ_NNBJ01000009.1_148,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp002803085,1126
NZ_CP032698.1_575,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hundungensis,1137
NZ_JAINZZ010000078.1_24,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp019890725,1505
NZ_FRBI01000046.1_1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces paucisporeus,539
NZ_RJUO01000007.1_25,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Frondihabitans,Frondihabitans sp003752365,1128
OMOG01000334.1_16,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,OMOG01,OMOG01 sp900290305,1289
NZ_QLLY01000105.1_1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp003259365,283
NZ_JOEM01000004.1_18,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cyaneofuscatus,1103
NZ_CP032543.1_10,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp003116725,1081
NZ_JOAP01000078.1_27,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aureocirculatus,1086
NZ_BNBT01000035.1_22,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces longispororuber,1122
NZ_BMUZ01000003.1_700,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces xanthochromogenes,403
NZ_WPNZ01000008.1_258,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces typhae,1102
JNWL01000016.1_51,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces bikiniensis,1147
NZ_BMUZ01000030.1_26,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces xanthochromogenes,316
CP029378.1_1409,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces bacillaris,1075
NZ_RDBP01000050.1_182,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp008042045,1113
NZ_LIVX01000006.1_44,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp001905665,1133
NZ_BMUZ01000033.1_7,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces xanthochromogenes,1121
NZ_LWBU01000279.1_224,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albulus A,1132
NZ_SOAV01000001.1_16,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp004364245,1145
NZ_CP031969.1_7995,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sviceus,1068
NZ_JAFEXF010000005.1_81,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp016905445,1092
NZ_JAFIQY010000022.1_136,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces monomycini,1106
NZ_JAAXYC010000139.1_6,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp018619185,1108
NZ_CP029192.1_508,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae D,1112
NZ_JAAWWP010000002.1_524,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces physcomitrii,1120
NZ_JANUGQ010000014.1_146,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp024756275,1124
BMTG01000020.1_33,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces globisporus,314
NZ_CP029192.1_7637,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae D,960
NZ_JAAGMG010000345.1_21,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp010548525,1109
NZ_JANUGP010000057.1_10,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp024753135,1143
NZ_WPNZ01000004.1_102,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces typhae,312
NZ_BMTW01000003.1_198,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rubiginosohelvolus,1063
NZ_CP060825.1_4925,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces genisteinicus,1109
NZ_JAHKJW010000014.1_14,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp019710745,1121
PMLV01000240.1_11,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,Bog-473 sp003160635,635
NZ_LIRG01000296.1_3,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces prasinopilosus,1139
NZ_VBVX01000007.1_50,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidochromogenes,1172
NZ_CP075691.1_7618,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp020026305,1097
NZ_JAFEXF010000007.1_38,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp016905445,1131
NZ_KZ679045.1_369,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces dioscori,1094
CAJYDM010000004.1_159,Bacteria,Bacillota B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU019,DTU019 sp913757435,946
NZ_JACHEM010000014.1_92,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces candidus,1090
NZ_BMTR01000077.1_2,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces longisporoflavus,1143
NZ_SZPR01000011.1_18,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces galbus,1153
NZ_LOJP01000001.1_709,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes sp001553785,376
