query,target,evalue,bits,tstart,tend,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,sboA,albA,albC,contig_id
WP_051482183.1,NZ_VSRL01000004.1_4,1.7299999999999999e-41,164,2,203,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,Lentzea indica,False,False,True,NZ_VSRL01000004.1
WP_157895742.1,NZ_VTAW01000011.1_96,1.0079999999999999e-82,283,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,Natrarchaeobius swarupiae,False,False,True,NZ_VTAW01000011.1
WP_157895742.1,NZ_VTOJ01000001.1_1007,2.3020000000000003e-84,287,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum salinum,False,False,True,NZ_VTOJ01000001.1
WP_051482183.1,NZ_VTQV01000005.1_58,1.175e-32,138,4,209,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae C,Lederbergia,Lederbergia ruris,False,False,True,NZ_VTQV01000005.1
NP_391617.1,NZ_VTQX01000005.1_79,1.641e-85,302,11,369,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Robertmurraya,Robertmurraya methanolica A,False,True,False,NZ_VTQX01000005.1
NP_391617.1,NZ_VTQX01000013.1_29,3.036e-75,272,26,379,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Robertmurraya,Robertmurraya methanolica A,False,True,False,NZ_VTQX01000013.1
WP_051482183.1,NZ_VUKE01000011.1_153,4.4139999999999995e-81,278,5,227,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Georgenia,Georgenia ruanii,False,False,True,NZ_VUKE01000011.1
WP_051482183.1,NZ_VUKF01000001.1_166,2.3509999999999997e-81,279,5,227,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Georgenia,Georgenia thermotolerans,False,False,True,NZ_VUKF01000001.1
NP_391619.1,NZ_VULX01000004.1_51,2.784e-98,328,1,240,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Inconstantimicrobium,Inconstantimicrobium porci,False,False,True,NZ_VULX01000004.1
WP_051482183.1,NZ_VUOS01000013.1_73,2.538e-85,290,4,227,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia sp009829325,False,False,True,NZ_VUOS01000013.1
WP_157895742.1,NZ_VWRQ01000011.1_91,1.617e-74,259,1,217,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus tepidiphilus,False,False,True,NZ_VWRQ01000011.1
WP_051482183.1,NZ_VXLC01000010.1_9,1.226e-84,288,4,227,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia colli,False,False,True,NZ_VXLC01000010.1
NP_391617.1,NZ_VYKL01000013.1_88,6.0909999999999996e-83,294,10,371,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Bacillus BD,Bacillus BD endozanthoxylica,False,True,False,NZ_VYKL01000013.1
WP_157895742.1,NZ_WACP01000014.1_95,7.806e-74,257,1,225,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus tengchongensis,False,False,True,NZ_WACP01000014.1
NP_391619.1,NZ_WBPF01000005.1_739,3.62e-91,308,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A sp008923725,False,False,True,NZ_WBPF01000005.1
NP_391619.1,NZ_WBZC01000013.1_34,3.635e-31,134,1,206,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus C,Alkaliphilus C pronyensis,False,False,True,NZ_WBZC01000013.1
WP_051482183.1,NZ_WEGK01000002.1_286,7.598000000000001e-46,176,10,211,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia macrotermitis,False,False,True,NZ_WEGK01000002.1
WP_157895742.1,NZ_WESE01000004.1_345,7.064e-34,141,4,217,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,F2B08,F2B08 sp009184895,False,False,True,NZ_WESE01000004.1
NP_391617.1,NZ_WHJC01000412.1_1,7.514999999999999e-47,188,97,429,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina tarantellae,False,True,False,NZ_WHJC01000412.1
NP_391619.1,NZ_WHNX01000008.1_34,2.356e-30,132,1,207,Bacteria,Bacillota A,Clostridia,Eubacteriales,Alkalibacteraceae,M08DMB,M08DMB sp009362815,False,False,True,NZ_WHNX01000008.1
WP_051482183.1,NZ_WHVV01000020.1_33,9.655e-34,141,6,226,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp009650995,False,False,True,NZ_WHVV01000020.1
NP_391617.1,NZ_WIXL01000017.1_56,2.664e-54,210,10,366,Bacteria,Bacillota,Bacilli,Bacillales D,Amphibacillaceae,YIM-98839,YIM-98839 sp010993955,False,True,False,NZ_WIXL01000017.1
NP_391617.1,NZ_WIXN01000003.1_121,3.4819999999999996e-81,289,10,369,Bacteria,Bacillota,Bacilli,Bacillales D,Amphibacillaceae,Virgibacillus,Virgibacillus sp010994035,False,True,False,NZ_WIXN01000003.1
WP_051482183.1,NZ_WJIC01000012.1_133,4.023e-43,168,5,206,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia sp009649815,False,False,True,NZ_WJIC01000012.1
NP_391617.1,NZ_WJNG01000009.1_19,1.944e-56,216,10,370,Bacteria,Bacillota,Bacilli,Bacillales D,Amphibacillaceae,Aquibacillus,Aquibacillus halophilus,False,True,False,NZ_WJNG01000009.1
NP_391619.1,NZ_WJNG01000011.1_63,2.045e-24,114,1,210,Bacteria,Bacillota,Bacilli,Bacillales D,Amphibacillaceae,Aquibacillus,Aquibacillus halophilus,False,False,True,NZ_WJNG01000011.1
WP_051482183.1,NZ_WJYO01000001.1_228,9.341999999999999e-45,173,5,206,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Mumia,Mumia xiangluensis,False,False,True,NZ_WJYO01000001.1
WP_157895742.1,NZ_WKJQ01000001.1_1518,4.869e-82,281,4,231,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax marinum,False,False,True,NZ_WKJQ01000001.1
NP_391619.1,NZ_WKKI01000034.1_38,8.709e-28,124,19,209,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus C,Metabacillus C lacus,False,False,True,NZ_WKKI01000034.1
WP_051482183.1,NZ_WLZY01000005.1_451,1.389e-39,158,25,247,Bacteria,Actinomycetota,Actinomycetia,Jiangellales,Jiangellaceae,Phytoactinopolyspora,Phytoactinopolyspora mesophila,False,False,True,NZ_WLZY01000005.1
WP_051482183.1,NZ_WMBB01000002.1_488,7.937e-87,295,5,227,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia aurantiaca,False,False,True,NZ_WMBB01000002.1
NP_391619.1,NZ_WNZW01000015.1_38,8.189e-30,130,6,214,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus A,Paenibacillus A woosongensis,False,False,True,NZ_WNZW01000015.1
WP_157895742.1,NZ_WNZY01000002.1_41,8.599e-33,138,1,217,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus A,Paenibacillus A timonensis A,False,False,True,NZ_WNZY01000002.1
NP_391619.1,NZ_WOVL01000008.1_129,7.062e-24,113,4,213,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Pristimantibacillus,Pristimantibacillus sp009737085,False,False,True,NZ_WOVL01000008.1
WP_157895742.1,NZ_WPCA01000191.1_1,3.351e-75,261,1,232,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum sp009741825,False,False,True,NZ_WPCA01000191.1
NP_391619.1,NZ_WQLB01000007.1_55,9.534000000000002e-69,243,1,244,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp009755355,False,False,True,NZ_WQLB01000007.1
WP_051482183.1,NZ_WRPP01000003.1_809,3.834e-86,293,5,227,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia terrae,False,False,True,NZ_WRPP01000003.1
WP_157895742.1,NZ_WRXL01000008.1_2,6.671e-82,280,1,226,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula salina,False,False,True,NZ_WRXL01000008.1
NP_391619.1,NZ_WSFU01000022.1_6,3.3829999999999996e-33,140,1,207,Bacteria,Bacillota A,Clostridia,Tissierellales,SIT17,Anaeromonas,Anaeromonas gelatinilytica,False,False,True,NZ_WSFU01000022.1
WP_157895742.1,NZ_WSZK01000007.1_103,3.919e-83,284,1,224,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis,False,False,True,NZ_WSZK01000007.1
WP_157895742.1,NZ_WUAX01000009.1_79,4.7650000000000003e-85,289,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp009806985,False,False,True,NZ_WUAX01000009.1
NP_391619.1,NZ_WUQX01000001.1_2279,6.741000000000001e-26,119,1,219,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Sporofaciens,Sporofaciens musculi,False,False,True,NZ_WUQX01000001.1
WP_157895742.1,NZ_WUYX01000041.1_92,6.172000000000001e-78,269,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum halalkaliphilum,False,False,True,NZ_WUYX01000041.1
WP_157895742.1,NZ_WUYX01000053.1_162,3.919e-83,284,19,245,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum halalkaliphilum,False,False,True,NZ_WUYX01000053.1
NP_391619.1,OMXA01000021.1_26,3.019e-27,123,16,210,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp900314905,False,False,True,OMXA01000021.1
NP_391619.1,ONEU01000046.1_2,4.497e-90,304,1,239,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900316925,False,False,True,ONEU01000046.1
NP_391617.1,ONFW01000252.1_1,7.453000000000001e-20,106,89,229,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900317215,False,True,False,ONFW01000252.1
NP_391619.1,ONIF01000064.1_13,1.496e-82,283,1,237,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900317795,False,False,True,ONIF01000064.1
NP_391619.1,ONPK01000006.1_10,1.427e-26,121,15,212,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,RUG521,RUG521 sp900319675,False,False,True,ONPK01000006.1
NP_391619.1,ONRZ01000235.1_3,1.181e-86,295,1,232,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2868,UBA2868 sp900320345,False,False,True,ONRZ01000235.1
NP_391619.1,ONUD01000093.1_2,3.846e-82,282,1,237,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900320925,False,False,True,ONUD01000093.1
NP_391619.1,ONVG01000029.1_7,1.8220000000000001e-84,288,1,239,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900321195,False,False,True,ONVG01000029.1
NP_391619.1,ONVN01000055.1_7,6.741000000000001e-26,119,13,205,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-74,UBA2943,UBA2943 sp900321295,False,False,True,ONVN01000055.1
NP_391619.1,ONWV01000023.1_17,3.711e-69,244,1,195,Bacteria,Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,UBA9732,UBA9732 sp900321635,False,False,True,ONWV01000023.1
NP_391619.1,ONYQ01000111.1_13,4.2449999999999996e-83,284,1,237,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900322145,False,False,True,ONYQ01000111.1
NP_391619.1,ONYV01000141.1_2,2.344e-93,314,1,238,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1213,UBA1213 sp900322105,False,False,True,ONYV01000141.1
WP_088863145.1,PABH01000062.1_3,7.566e-74,267,128,438,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp002702705,False,True,False,PABH01000062.1
WP_051482183.1,PABO01000031.1_32,2.766e-34,143,2,202,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002699165,False,False,True,PABO01000031.1
WP_157895742.1,PAOY01000019.1_35,9.978e-29,126,2,214,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002710135,False,False,True,PAOY01000019.1
WP_157895742.1,PASM01000007.1_6,3.469e-28,125,2,214,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002711965,False,False,True,PASM01000007.1
WP_157895742.1,PBER01000010.1_63,2.5410000000000003e-28,125,4,229,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,GCA-2718455,GCA-2718455 sp002718455,False,False,True,PBER01000010.1
WP_157895742.1,PBHA01000007.1_29,9.978e-29,126,2,214,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002719425,False,False,True,PBHA01000007.1
NP_391619.1,PBIX01000041.1_30,2.8979999999999996e-22,108,22,225,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2720975,GCA-2720975 sp002720975,False,False,True,PBIX01000041.1
WP_051482183.1,PBLU01000010.1_31,2.024e-34,143,1,204,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002721875,False,False,True,PBLU01000010.1
WP_051482183.1,PBPL01000021.1_17,4.24e-35,145,7,219,Bacteria,Myxococcota,UBA796,UBA9615,UBA9615,GCA-2724675,GCA-2724675 sp002724675,False,False,True,PBPL01000021.1
WP_157895742.1,PBRL01000009.1_7,2.368e-30,131,5,222,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1328,UBA1328,UBA1328 sp002725925,False,False,True,PBRL01000009.1
NP_391617.1,PBSR01000239.1_16,8.055e-26,124,11,331,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,UBA8231,UBA8231 sp002726335,False,True,False,PBSR01000239.1
WP_157895742.1,PBVT01000083.1_27,8.879e-36,147,4,217,Bacteria,Myxococcota,UBA9042,UBA3505,UBA3505,UBA3505,UBA3505 sp002728755,False,False,True,PBVT01000083.1
NP_391617.1,PBZW01000049.1_3,2.284e-21,111,9,350,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,UBA2126 sp002730315,False,True,False,PBZW01000049.1
WP_157895742.1,PCAM01000002.1_64,4.232e-71,249,8,234,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1151,GCA-2730555,GCA-2730555 sp002730555,False,False,True,PCAM01000002.1
WP_157895742.1,PEKX01000022.1_113,1.083e-34,144,14,215,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp002796985,False,False,True,PEKX01000022.1
WP_088863145.1,PEWI01000107.1_3,4.621e-75,271,41,431,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,20-14-0-80-47-9,20-14-0-80-47-9 sp002779555,False,True,False,PEWI01000107.1
WP_088863145.1,PEXO01000087.1_5,8.461e-61,229,39,433,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp002779045,False,True,False,PEXO01000087.1
WP_051482183.1,PGCO01000001.1_83,4.418e-30,130,18,202,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002786355,False,False,True,PGCO01000001.1
NP_391617.1,PGXE01000021.1_16,1.341e-44,181,86,512,Archaea,Thermoplasmatota,E2,GCA-002838935,GCA-002838935,GCA-002838935,GCA-002838935 sp002838935,False,True,False,PGXE01000021.1
WP_157895742.1,PGZZ01000015.1_32,2.446e-75,261,1,217,Bacteria,Bacillota A,Clostridia,Oscillospirales,Oscillospiraceae,UBA2658,UBA2658 sp002841545,False,False,True,PGZZ01000015.1
WP_157895742.1,PHAF01000009.1_5,3.643e-31,134,2,202,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UBA2227,UBA2227 sp002841605,False,False,True,PHAF01000009.1
NP_391617.1,PHAW01000027.1_6,3.1309999999999998e-27,129,10,326,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,UBA2262,UBA2262 sp002841785,False,True,False,PHAW01000027.1
WP_042691587.1,PHBS01000104.1_8,5.6450000000000003e-70,256,108,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp002841995,False,True,False,PHBS01000104.1
WP_088863145.1,PHBW01000010.1_5,1.616e-79,284,48,441,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,UBA6107 sp002840715,False,True,False,PHBW01000010.1
WP_042691587.1,PHBX01000016.1_118,2.1060000000000003e-65,243,129,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp002842045,False,True,False,PHBX01000016.1
WP_042691587.1,PHBY01000002.1_93,6.317e-64,239,129,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp002840735,False,True,False,PHBY01000002.1
WP_042691587.1,PHBZ01000002.1_398,7.62e-19,103,135,302,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp002840755,False,True,False,PHBZ01000002.1
NP_391617.1,PIVU01000006.1_31,1.236e-22,115,12,333,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,Glo-13,Glo-13 sp003354025,False,True,False,PIVU01000006.1
NP_391617.1,PIXU01000053.1_3,7.257e-63,235,22,316,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,QEXZ01,QEXZ01 sp003601795,False,True,False,PIXU01000053.1
WP_042691587.1,PIYN01000026.1_19,1.705e-68,252,88,430,Archaea,Thermoproteota,Bathyarchaeia,TCS64,PIYN01,PIYN01,PIYN01 sp003601775,False,True,False,PIYN01000026.1
NP_391617.1,PJET01000041.1_18,5.747e-53,206,6,340,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp002825515,False,True,False,PJET01000041.1
WP_088863145.1,PJET01000121.1_1,2.257e-18,101,115,248,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp002825515,False,True,False,PJET01000121.1
WP_088863145.1,PJET01000181.1_7,3.5499999999999996e-23,116,115,301,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp002825515,False,True,False,PJET01000181.1
WP_051482183.1,PKFB01000041.1_133,2.5979999999999998e-39,157,10,211,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,RSA1,RSA1 sp002919305,False,False,True,PKFB01000041.1
NP_391617.1,PKQU01000260.1_1,1.7179999999999998e-66,246,1,380,Bacteria,Bacillota,Bacilli,Calditerricolales,Calditerricolaceae,Calditerricola,Calditerricola sp017577925,False,True,False,PKQU01000260.1
NP_391619.1,PKRC01000003.1_118,1.886e-94,317,1,238,Bacteria,Bacillota A,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,Caldicoprobacter sp017577715,False,False,True,PKRC01000003.1
WP_088863145.1,PKYH01000158.1_25,5.223e-20,106,124,310,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp003133625,False,True,False,PKYH01000158.1
NP_391617.1,PLCO01000009.1_211,2.461e-71,260,21,392,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003134815,False,True,False,PLCO01000009.1
NP_391617.1,PLFY01000158.1_14,4.894e-56,215,18,382,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003138365,False,True,False,PLFY01000158.1
NP_391617.1,PLGY01000020.1_10,6.0909999999999996e-83,294,127,463,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,False,True,False,PLGY01000020.1
WP_157895742.1,PLJM01000008.1_6,4.349e-38,154,11,229,Bacteria,Dormibacterota,Dormibacteria,Dormibacterales,Dormibacteraceae,Palsa-872,Palsa-872 sp003139695,False,False,True,PLJM01000008.1
NP_391617.1,PLKU01000112.1_32,9.705000000000001e-72,261,18,380,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003140705,False,True,False,PLKU01000112.1
NP_391619.1,PLMN01000023.1_39,5.349e-95,319,1,240,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,FEN-413,FEN-413 sp003141555,False,False,True,PLMN01000023.1
WP_088863145.1,PLND01000012.1_10,5.842000000000001e-72,262,124,437,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,RBG-16-64-43,FEN-1073,FEN-1073 sp003141675,False,True,False,PLND01000012.1
WP_042691587.1,PLNS01000004.1_48,7.354e-72,262,119,427,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp003141855,False,True,False,PLNS01000004.1
WP_088863145.1,PLNY01000320.1_5,1.333e-75,273,42,431,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,Fen-1038,Fen-1038 sp003141915,False,True,False,PLNY01000320.1
NP_391617.1,PLOI01000028.1_2,2.288e-53,207,18,389,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003142015,False,True,False,PLOI01000028.1
NP_391617.1,PLSB01000061.1_11,1.675e-55,214,19,376,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003165005,False,True,False,PLSB01000061.1
NP_391617.1,PLST01000605.1_3,1.2349999999999998e-51,202,18,400,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003164255,False,True,False,PLST01000605.1
NP_391617.1,PLXT01000039.1_10,4.262e-18,100,10,187,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium B,Methanobacterium B sp003151535,False,True,False,PLXT01000039.1
WP_088863145.1,PLXT01000120.1_6,4.365e-77,277,109,459,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium B,Methanobacterium B sp003151535,False,True,False,PLXT01000120.1
WP_157895742.1,PLYD01000222.1_5,2.08e-37,152,11,229,Bacteria,Dormibacterota,Dormibacteria,Dormibacterales,Dormibacteraceae,Palsa-872,Palsa-872 sp003151665,False,False,True,PLYD01000222.1
WP_088863145.1,PLYI01000055.1_123,1.258e-77,278,37,427,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp003151735,False,True,False,PLYI01000055.1
WP_088863145.1,PMBU01000050.1_14,1.5740000000000001e-108,368,32,434,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,FEN-33,FEN-33 sp003153895,False,True,False,PMBU01000050.1
NP_391617.1,PMGP01000328.1_5,4.2109999999999994e-51,201,18,379,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003156235,False,True,False,PMGP01000328.1
NP_391617.1,PMIN01000076.1_8,2.664e-54,210,127,321,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003158275,False,True,False,PMIN01000076.1
WP_088863145.1,PMIV01000113.1_3,1.326e-61,231,34,253,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,UBA6107 sp003158355,False,True,False,PMIV01000113.1
NP_391617.1,PMLJ01000018.1_142,2.192e-12,82,20,209,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,RAAP-2 sp003158855,False,True,False,PMLJ01000018.1
WP_088863145.1,PMLN01000004.1_4,9.22e-14,87,13,165,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,Fen-1038,Fen-1038 sp003158885,False,True,False,PMLN01000004.1
WP_088863145.1,PMLN01000344.1_7,2.344e-77,278,47,436,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,Fen-1038,Fen-1038 sp003158885,False,True,False,PMLN01000344.1
NP_391617.1,PMMR01000064.1_7,6.854e-97,335,114,486,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003162175,False,True,False,PMMR01000064.1
NP_391617.1,PMNN01000178.1_14,7.129e-28,131,130,467,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium A,Methanobacterium A sp003161815,False,True,False,PMNN01000178.1
NP_391617.1,PMNO01000501.1_1,3.1230000000000004e-20,107,3,315,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,FEN-1088,FEN-1088 sp003161835,False,True,False,PMNO01000501.1
NP_391619.1,PMSX01000110.1_15,6.417e-62,223,1,242,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-105,Bog-105 sp003167495,False,False,True,PMSX01000110.1
WP_088863145.1,PMZC01000082.1_45,1.083e-64,241,31,433,Bacteria,FEN-1099,FEN-1099,FEN-1099,FEN-1099,FEN-1099,FEN-1099 sp003170555,False,True,False,PMZC01000082.1
NP_391617.1,PMZT01000037.1_37,7.814999999999999e-80,285,106,452,Bacteria,Planctomycetota,Phycisphaerae,FEN-1346,FEN-1346,FEN-1346,FEN-1346 sp003170085,False,True,False,PMZT01000037.1
WP_088863145.1,PNBI01000074.1_37,8.598e-112,378,32,434,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,FEN-33,FEN-33 sp003135935,False,True,False,PNBI01000074.1
WP_088863145.1,PNIA01000024.1_45,9.311e-27,127,138,325,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Acidilobaceae,Caldisphaera,Caldisphaera sp002877855,False,True,False,PNIA01000024.1
WP_088863145.1,PNNU01000035.1_2,8.128e-77,276,47,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,UBA6107 sp013824385,False,True,False,PNNU01000035.1
