query	target	evalue	bits	tstart	tend
NP_391619.1	WP_012992921.1@GCF_000025225.2	2.969E-26	119	1	212
NP_391619.1	CAJUCX010000002.1_5@GCA_910585195.1	2.969E-26	119	1	232
NP_391619.1	NPA75921.1@GCA_013154005.1	2.969E-26	119	1	213
NP_391619.1	MCL6650131.1@GCA_023512725.1	2.969E-26	119	18	219
NP_391619.1	WP_165200876.1@GCF_011058155.1	2.969E-26	119	3	225
NP_391619.1	TAJ24397.1@GCA_004296785.1	2.969E-26	119	20	214
NP_391619.1	CALVOQ010000006.1_25@GCA_944350335.1	2.969E-26	119	1	202
NP_391619.1	MBP5312453.1@GCA_017959965.1	4.050E-26	119	1	209
NP_391619.1	WP_159751125.1@GCF_009830285.1	4.050E-26	119	1	219
NP_391619.1	CAKSER010000030.1_2@GCA_934447715.1	4.050E-26	119	17	220
NP_391619.1	ONVN01000055.1_7@GCA_900321295.1	4.050E-26	119	13	210
NP_391619.1	MBQ9029964.1@GCA_017459985.1	4.050E-26	119	13	212
NP_391619.1	WP_002610485.1@GCF_012317185.1	4.050E-26	119	1	240
NP_391619.1	JAGUZX010000089.1_5@GCA_020060545.1	4.050E-26	119	1	222
NP_391619.1	HIQ63633.1@GCA_018713305.1	4.050E-26	119	1	222
NP_391619.1	CAJUMY010000001.1_71@GCA_910587685.1	4.050E-26	119	1	227
NP_391619.1	WP_085497728.1@GCF_900177815.1	4.050E-26	119	4	224
NP_391619.1	JAEZHM010000112.1_139@GCA_023416585.1	4.050E-26	119	3	216
NP_391619.1	CAJTGB010000018.1_13@GCA_910575835.1	4.050E-26	119	96	331
NP_391619.1	HCH74513.1@GCA_003523255.1	5.523E-26	118	17	218
NP_391619.1	MCL2239250.1@GCA_009787785.1	5.523E-26	118	1	221
NP_391619.1	WP_118601108.1@GCF_015557635.1	5.523E-26	118	26	209
NP_391619.1	CAJUGR010000012.1_14@GCA_910586285.1	5.523E-26	118	1	240
NP_391619.1	WP_010275429.1@GCF_000285515.1	5.523E-26	118	1	240
NP_391619.1	JAJPJS010000027.1_3@GCA_021324115.1	5.523E-26	118	10	208
NP_391619.1	JABXGY010000156.1_2@GCA_016550395.1	5.523E-26	118	23	230
NP_391619.1	WP_146460521.1@GCF_007860125.1	5.523E-26	118	22	235
NP_391619.1	JAEZBR010000074.1_24@GCA_023426935.1	5.523E-26	118	1	215
NP_391619.1	WP_045749606.1@GCF_900166985.1	5.523E-26	118	1	220
NP_391619.1	HHW24721.1@GCA_012840355.1	7.533E-26	118	17	236
NP_391619.1	JAKIML020000086.1_40@GCA_022702935.2	7.533E-26	118	1	236
NP_391619.1	WP_142505870.1@GCF_900182565.1	7.533E-26	118	4	223
NP_391619.1	CADBPB010000022.1_2@GCA_902796525.1	7.533E-26	118	1	229
NP_391619.1	DYFO01000039.1_2@GCA_020725145.1	7.533E-26	118	10	212
NP_391619.1	CAMBQP010000146.1_9@GCA_945869955.1	7.533E-26	118	12	216
NP_391619.1	WAQG01000080.1_9@GCA_015520395.1	7.533E-26	118	18	223
NP_391619.1	JAEZIN010000002.1_167@GCA_023436585.1	7.533E-26	118	3	216
NP_391619.1	JAEZJP010000186.1_39@GCA_023415715.1	7.533E-26	118	3	216
NP_391619.1	WP_118919162.1@GCF_003515685.1	7.533E-26	118	1	220
NP_391619.1	NLD48722.1@GCA_012513545.1	1.027E-25	117	1	202
NP_391619.1	CAAGMZ010000019.1_185@GCA_900771195.1	1.027E-25	117	13	212
NP_391619.1	MBL7006897.1@GCA_016784705.1	1.027E-25	117	1	220
NP_391619.1	CAILLO010000022.1_18@GCA_903835065.1	1.027E-25	117	1	211
NP_391619.1	PYV89888.1@GCA_003224725.1	1.027E-25	117	21	226
NP_391619.1	WP_026884579.1@GCF_000686725.1	1.027E-25	117	1	226
NP_391619.1	CALVJU010000084.1_11@GCA_944332375.1	1.027E-25	117	10	220
NP_391619.1	WALG01000050.1_4@GCA_015522955.1	1.401E-25	117	1	214
NP_391619.1	WP_035050539.1@GCF_002742685.1	1.401E-25	117	1	213
NP_391619.1	MBM3990337.1@GCA_016872715.1	1.401E-25	117	160	380
NP_391619.1	MCM1289601.1@GCA_023665205.1	1.401E-25	117	487	706
NP_391619.1	UQLR01000011.1_31@GCA_900541975.1	1.911E-25	117	17	234
NP_391619.1	JAEEHU010000040.1_12@GCA_016280975.1	1.911E-25	117	1	211
NP_391619.1	USY55568.1@GCA_024134725.1	1.911E-25	117	19	210
NP_391619.1	MCS7231172.1@GCA_025060535.1	1.911E-25	117	16	208
NP_391619.1	SFZB01000003.1_27@GCA_004558975.1	1.911E-25	117	13	210
NP_391619.1	WAKM01000012.1_66@GCA_015523335.1	1.911E-25	117	1	205
NP_391619.1	WP_243127863.1@GCF_003885045.1	1.911E-25	117	4	222
NP_391619.1	EOS38266.1@GCA_000403295.2	1.911E-25	117	6	225
NP_391619.1	CAITGX010000274.1_13@GCA_903892045.1	1.911E-25	117	6	226
NP_391619.1	JAEWPS010000018.1_115@GCA_023460515.1	1.911E-25	117	1	226
NP_391619.1	WP_255235423.1@GCF_024362805.1	1.911E-25	117	3	221
NP_391619.1	CAJTCH010000006.1_58@GCA_910574715.1	1.911E-25	117	96	331
NP_391619.1	MBM3986804.1@GCA_016872795.1	1.911E-25	117	101	321
NP_391619.1	WP_035130128.1@GCF_000732635.1	2.606E-25	116	1	237
NP_391619.1	CAKVNA010000069.1_2@GCA_934776915.1	2.606E-25	116	13	210
NP_391619.1	WP_090891879.1@GCF_900107275.1	2.606E-25	116	1	240
NP_391619.1	CADDZR010000059.1_2@GCA_902812495.1	2.606E-25	116	7	209
NP_391619.1	CALVNM010000005.1_48@GCA_944349735.1	2.606E-25	116	19	225
NP_391619.1	MCB9914068.1@GCA_020638875.1	2.606E-25	116	23	227
NP_391619.1	WP_048824131.1@GCF_000821085.1	2.606E-25	116	1	220
NP_391619.1	HCG68073.1@GCA_003523225.1	3.553E-25	116	17	210
NP_391619.1	MCK4541608.1@GCA_023131935.1	3.553E-25	116	1	219
NP_391619.1	MCK9222636.1@GCA_023230925.1	3.553E-25	116	1	231
NP_391619.1	CAJUQB010000085.1_4@GCA_910588285.1	3.553E-25	116	1	235
NP_391619.1	MBI5479788.1@GCA_016218785.1	3.553E-25	116	20	227
NP_391619.1	NBJ03267.1@GCA_009911175.1	3.553E-25	116	7	225
NP_391619.1	MBO5457478.1@GCA_017626135.1	4.845E-25	115	13	233
NP_391619.1	MBQ2745551.1@GCA_017408025.1	4.845E-25	115	1	211
NP_391619.1	CCY03878.1@GCA_000434675.1	4.845E-25	115	19	236
NP_391619.1	WP_010758156.1@GCF_000407485.1	4.845E-25	115	1	208
NP_391619.1	WP_189018346.1@GCF_014640555.1	4.845E-25	115	22	204
NP_391619.1	UKI22087.1@GCA_022009775.1	4.845E-25	115	38	218
NP_391619.1	HDM23415.1@GCA_011041895.1	4.845E-25	115	8	236
NP_391619.1	JALHOS010000186.1_11@GCA_022842905.1	4.845E-25	115	6	222
NP_391619.1	URIZ01000004.1_85@GCA_900548005.1	4.845E-25	115	42	222
NP_391619.1	HED64770.1@GCA_011053145.1	4.845E-25	115	23	228
NP_391619.1	UQXO01000015.1_10@GCA_900545005.1	4.845E-25	115	1	220
NP_391619.1	MCR5113225.1@GCA_024697825.1	6.607E-25	115	1	204
NP_391619.1	MBR7142527.1@GCA_017507855.1	6.607E-25	115	17	212
NP_391619.1	CAJTGD010000004.1_7@GCA_910575475.1	6.607E-25	115	1	219
NP_391619.1	WP_016172863.1@GCF_000406945.1	6.607E-25	115	17	220
NP_391619.1	MBO8156065.1@GCA_017656265.1	6.607E-25	115	1	214
NP_391619.1	WP_026400001.1@GCF_000687735.1	6.607E-25	115	1	220
NP_391619.1	CACZSA010000090.1_8@GCA_902783705.1	9.008E-25	115	13	205
NP_391619.1	PMBF01000024.1_11@GCA_003152875.1	9.008E-25	115	17	206
NP_391619.1	WP_066793015.1@GCF_001663375.1	9.008E-25	115	18	205
NP_391619.1	CALVQW010000019.1_10@GCA_944358385.1	9.008E-25	115	34	243
NP_391619.1	JAHECO010000084.1_3@GCA_024641705.1	9.008E-25	115	14	228
NP_391619.1	JAGDXH010000022.1_6@GCA_023256295.1	9.008E-25	115	8	223
NP_391619.1	WP_138203549.1@GCF_901447495.1	9.008E-25	115	1	215
NP_391619.1	WP_051457509.1@GCF_000526235.1	9.008E-25	115	1	220
NP_391619.1	CAKOMC010000001.1_34@GCA_934096535.1	9.008E-25	115	1	220
NP_391619.1	CAKOKQ010000001.1_45@GCA_934095825.1	9.008E-25	115	1	220
NP_391619.1	CAISVS010000056.1_3@GCA_903889015.1	9.008E-25	115	5	225
NP_391619.1	MBR4424766.1@GCA_017538775.1	1.228E-24	114	17	210
NP_391619.1	EOS42923.1@GCA_000403315.2	1.228E-24	114	1	217
NP_391619.1	WP_071864817.1@GCF_001885735.1	1.228E-24	114	17	220
NP_391619.1	WP_153737304.1@GCF_009649745.1	1.228E-24	114	1	214
NP_391619.1	JAEERC010000051.1_56@GCA_016285645.1	1.674E-24	114	17	234
NP_391619.1	DAXS01000050.1_8@GCA_002506515.1	1.674E-24	114	13	200
NP_391619.1	WAOY01000167.1_3@GCA_015520985.1	1.674E-24	114	1	213
NP_391619.1	PSO02983.1@GCA_003019535.1	1.674E-24	114	21	209
NP_391619.1	WP_146534749.1@GCF_007860175.1	1.674E-24	114	1	226
NP_391619.1	WP_212690818.1@GCF_018141425.1	1.674E-24	114	1	230
NP_391619.1	WP_073345889.1@GCF_900129075.1	1.674E-24	114	3	211
NP_391619.1	WP_132370492.1@GCF_004342905.1	1.674E-24	114	1	214
NP_391619.1	CAKOOR010000001.1_138@GCA_934098505.1	1.674E-24	114	1	220
NP_391619.1	CALRDV010000004.1_98@GCA_943355005.1	2.283E-24	113	18	225
NP_391619.1	CACZSO010000221.1_9@GCA_902783795.1	2.283E-24	113	17	213
NP_391619.1	CAJFPD010000151.1_7@GCA_904398315.1	2.283E-24	113	23	240
NP_391619.1	MBQ3600854.1@GCA_017399885.1	2.283E-24	113	1	206
NP_391619.1	WP_071431968.1@GCF_900104675.1	2.283E-24	113	1	236
NP_391619.1	DIWY01000004.1_638@GCA_002435915.1	2.283E-24	113	2	227
NP_391619.1	CAKRPM010000211.1_3@GCA_934378025.1	3.112E-24	113	17	208
NP_391619.1	WP_122790390.1@GCF_900604335.1	3.112E-24	113	1	236
NP_391619.1	UWN74249.1@GCA_025146135.1	3.112E-24	113	1	236
NP_391619.1	MCS7151668.1@GCA_025059805.1	3.112E-24	113	6	213
NP_391619.1	WP_012185451.1@GCF_000018305.1	3.112E-24	113	6	206
NP_391619.1	WP_145387665.1@GCF_007754155.1	3.112E-24	113	27	237
NP_391619.1	CAINXC010000124.1_10@GCA_903854655.1	3.112E-24	113	26	219
NP_391619.1	JAJYZJ010000002.1_45@GCA_021800035.1	3.112E-24	113	33	209
NP_391619.1	CAMCAC010000097.1_1@GCA_945872305.1	4.242E-24	113	19	216
NP_391619.1	MCI8388777.1@GCA_022791685.1	4.242E-24	113	6	210
NP_391619.1	CADCOT010000075.1_3@GCA_902803145.1	4.242E-24	113	17	213
NP_391619.1	MCS7094999.1@GCA_025058055.1	4.242E-24	113	21	243
NP_391619.1	WP_095741978.1@GCF_002289565.1	4.242E-24	113	13	237
NP_391619.1	WP_101580389.1@GCF_002860205.1	4.242E-24	113	1	214
NP_391619.1	CALXIZ010000132.1_4@GCA_944388495.1	5.783E-24	112	22	211
NP_391619.1	NBJ63854.1@GCA_009917405.1	5.783E-24	112	1	211
NP_391619.1	WP_119016560.1@GCF_003550015.1	5.783E-24	112	1	204
NP_391619.1	WP_119709049.1@GCF_003586445.1	5.783E-24	112	19	218
NP_391619.1	WP_115450864.1@GCF_003362805.1	5.783E-24	112	1	220
NP_391619.1	MCB9803611.1@GCA_020632395.1	5.783E-24	112	26	221
NP_391619.1	JNJQ01000030.1_15@GCA_000701725.1	7.882E-24	112	17	213
NP_391619.1	MBD5093667.1@GCA_014799685.1	7.882E-24	112	1	233
NP_391619.1	CAJUNP010000019.1_48@GCA_910587935.1	1.074E-23	111	1	219
NP_391619.1	CADEGS010000316.1_6@GCA_902826945.1	1.074E-23	111	24	216
NP_391619.1	CACZBB010000033.1_11@GCA_902779245.1	1.464E-23	111	13	212
NP_391619.1	MCG3119590.1@GCA_022072515.1	1.464E-23	111	17	224
NP_391619.1	WYBK01000184.1_2@GCA_011525905.1	1.464E-23	111	21	230
NP_391619.1	WP_072730638.1@GCF_001894745.1	1.464E-23	111	4	214
NP_391619.1	WP_005550987.1@GCF_000293805.1	2.720E-23	110	14	225
NP_391619.1	OOO00464.1@GCA_002007315.1	2.720E-23	110	1	210
NP_391619.1	CAKORQ010000045.1_7@GCA_934101445.1	2.720E-23	110	1	208
NP_391619.1	MCQ2551111.1@GCA_024403135.1	3.706E-23	110	17	212
NP_391619.1	MBQ6783088.1@GCA_017449215.1	3.706E-23	110	18	218
NP_391619.1	MBI5381248.1@GCA_016217595.1	5.050E-23	109	27	224
NP_391619.1	NCB48055.1@GCA_009929275.1	6.882E-23	109	1	219
NP_391619.1	JAGDXD010000028.1_176@GCA_023256255.1	6.882E-23	109	18	205
NP_391619.1	NLK12179.1@GCA_012519065.1	6.882E-23	109	1	220
NP_391619.1	CCY88503.1@GCA_000433475.1	6.882E-23	109	1	220
NP_391619.1	MBS1402486.1@GCA_018265835.1	9.377E-23	109	1	220
NP_391619.1	CAKOKU010000003.1_135@GCA_934095865.1	9.377E-23	109	25	228
NP_391619.1	NWJ98518.1@GCA_013390945.1	9.377E-23	109	42	252
NP_391619.1	WP_230252015.1@GCF_020966775.1	1.278E-22	108	13	208
NP_391619.1	MBJ76467.1@GCA_002720975.1	1.741E-22	108	35	242
NP_391619.1	MCQ2426207.1@GCA_024404495.1	2.371E-22	108	17	220
NP_391619.1	WP_256243772.1@GCF_024494465.1	2.371E-22	108	19	207
NP_391619.1	JAEZLD010000108.1_6@GCA_023415335.1	2.371E-22	108	1	205
NP_391619.1	MBQ2472425.1@GCA_017388605.1	3.231E-22	107	1	218
NP_391619.1	WP_099259264.1@GCF_002727185.1	4.401E-22	107	1	239
NP_391619.1	TMF07434.1@GCA_005881335.1	4.401E-22	107	25	232
NP_391619.1	WP_159785704.1@GCF_009818105.1	5.995E-22	106	19	219
NP_391619.1	WP_088007784.1@GCF_002167005.1	5.995E-22	106	18	221
NP_391619.1	DJXM01000052.1_2@GCA_002449755.1	1.515E-21	105	18	204
NP_391619.1	AIO18540.1@GCA_000755705.1	2.063E-21	105	20	210
NP_391619.1	MBI9098375.1@GCA_016342385.1	2.809E-21	104	9	233
NP_391619.1	CAKRQL010000004.1_347@GCA_934393265.1	4.514E-20	101	17	210
NP_391619.1	MBN2655612.1@GCA_016936555.1	4.514E-20	101	4	230
NP_391619.1	SXKQ01000037.1_26@GCA_005778045.1	6.144E-20	100	2	186
NP_391619.1	WP_060595175.1@GCF_001182745.1	6.144E-20	100	18	216
NP_391619.1	MCG8427657.1@GCA_022360595.1	8.362E-20	100	18	214
NP_391619.1	WP_066235242.1@GCF_001591625.1	2.107E-19	99	18	221
NP_391619.1	WP_018665473.1@GCF_000374345.1	2.107E-19	99	18	205
NP_391619.1	NPA97508.1@GCA_013154235.1	5.307E-19	98	16	238
NP_391619.1	WP_184747213.1@GCF_014207565.1	5.307E-19	98	6	230
NP_391619.1	CAINEY010000059.1_7@GCA_903847945.1	1.336E-18	96	1	208
NP_391619.1	WP_249367349.1@GCF_023369555.1	1.336E-18	96	16	216
NP_391619.1	DCTF01000130.1_7@GCA_002329225.1	1.149E-17	94	17	170
NP_391619.1	MBE3570409.1@GCA_014896555.1	5.329E-17	92	4	70
NP_391619.1	DCVB01000052.1_1@GCA_002327965.1	1.549E-15	87	2	155
NP_391619.1	WP_244857415.1@GCF_000018945.1	2.855E-15	87	36	172
NP_391619.1	MBQ7547289.1@GCA_017450005.1	3.875E-15	86	29	164
NP_391619.1	WP_024095489.1@GCF_002003265.1	9.689E-15	85	10	135
NP_391619.1	MCL0074203.1@GCA_023271485.1	1.507E-13	81	5	147
NP_391619.1	WP_051322299.1@GCF_000429525.1	3.754E-13	80	22	114
NP_391619.1	CAIUKF010000014.1_1@GCA_903899655.1	6.896E-13	79	6	101
WP_088863144.1	WP_088863144.1@GCF_002214365.1	1.042E-24	104	1	45
WP_088863144.1	WP_042691590.1@GCF_000585495.1	1.136E-13	73	1	42
WP_088863144.1	WP_200891860.1@GCF_000955725.1	9.100E-11	64	2	44
WP_088863144.1	WP_048622935.1@GCF_001050115.1	1.013E-07	56	8	41
WP_088863144.1	WP_003222002.1@GCF_001517105.1	2.641E-07	55	8	42
WP_088863144.1	WP_003222002.1@GCF_001584335.1	2.641E-07	55	8	42
WP_088863144.1	NP_391616.1@GCF_000009045.1	2.641E-07	55	8	42
WP_088863144.1	WP_003222002.1@GCF_000227465.1	2.641E-07	55	8	42
WP_088863144.1	CAJTZX010000014.1_62@GCA_910584345.1	2.641E-07	55	20	53
WP_088863144.1	WP_286010105.1@GCF_943736985.1	3.634E-07	54	13	49
WP_088863144.1	NPU99521.1@GCA_013177805.1	3.634E-07	54	39	78
WP_088863144.1	MBE3570411.1@GCA_014896555.1	5.001E-07	54	12	43
WP_088863144.1	WP_002336256.1@GCF_001885905.1	1.681E-05	49	8	42
WP_088863144.1	WP_002336257.1@GCF_001885905.1	1.681E-05	49	8	42
WP_088863144.1	WP_039236233.1@GCF_000812025.2	1.681E-05	49	10	41
WP_088863144.1	WP_139184999.1@GCF_900099925.1	2.314E-05	49	6	43
WP_088863144.1	DEPD01000020.1_10@GCA_002358575.1	4.123E-04	46	12	45
WP_088863145.1	WP_088863145.1@GCF_002214365.1	3.157E-300	922	1	442
WP_088863145.1	WP_042691587.1@GCF_000585495.1	1.537E-178	571	14	449
WP_088863145.1	WP_012208870.1@GCF_000018605.1	1.580E-107	365	60	455
WP_088863145.1	WP_103066830.1@GCF_002895525.1	2.954E-107	364	60	455
WP_088863145.1	WP_135821800.1@GCF_004785955.1	6.667E-95	328	61	460
WP_088863145.1	WP_200891844.1@GCF_000955725.1	3.699E-90	314	8	354
WP_088863145.1	OGR43032.1@GCA_001799615.1	2.472E-67	248	2	442
WP_088863145.1	WP_012547100.1@GCF_000020965.1	7.452E-66	243	50	438
WP_088863145.1	NPA90847.1@GCA_013154135.1	4.772E-65	241	39	428
WP_088863145.1	RKY97375.1@GCA_003644895.1	1.207E-64	240	4	420
WP_088863145.1	RKX90989.1@GCA_003645695.1	1.207E-64	240	4	420
WP_088863145.1	KAF0125530.1@GCA_009773155.1	3.054E-64	239	47	451
WP_088863145.1	WP_012635378.1@GCF_000020485.1	3.624E-63	235	93	432
WP_088863145.1	MBZ5555503.1@GCA_020073085.1	1.700E-62	233	44	446
WP_088863145.1	MCR3882913.1@GCA_024649985.1	7.967E-62	231	43	433
WP_088863145.1	WP_057899878.1@GCF_900099925.1	7.967E-62	231	1	449
WP_088863145.1	MCS7366178.1@GCA_025061245.1	2.379E-60	227	12	403
WP_088863145.1	MBN2615025.1@GCA_016936355.1	1.516E-59	225	49	452
WP_088863145.1	MBA4405573.1@GCA_013824915.1	2.063E-59	224	54	445
WP_088863145.1	MBI4877003.1@GCA_016213755.1	2.809E-59	224	5	432
WP_088863145.1	DZCR01000005.1_37@GCA_022736495.1	8.347E-58	220	28	431
WP_088863145.1	MCK5133733.1@GCA_023139045.1	5.301E-57	217	6	434
WP_088863145.1	NPU99522.1@GCA_013177805.1	1.336E-56	216	128	451
WP_088863145.1	JAJYMC010000030.1_43@GCA_021787335.1	1.817E-56	216	41	444
WP_088863145.1	DEPD01000020.1_11@GCA_002358575.1	6.226E-56	214	1	441
WP_088863145.1	MBM4240367.1@GCA_016874685.1	6.226E-56	214	25	435
WP_088863145.1	JAKACU010000115.1_2@GCA_021821185.1	3.946E-55	212	2	429
WP_088863145.1	JAGXHG010000008.1_75@GCA_024636345.1	7.300E-55	211	7	428
WP_088863145.1	JAEXNS010000319.1_4@GCA_023439605.1	1.350E-54	210	5	447
WP_088863145.1	WP_048622936.1@GCF_001050115.1	2.498E-54	209	1	443
WP_088863145.1	MCK4234634.1@GCA_023127905.1	3.397E-54	209	17	358
WP_088863145.1	CAIPTO010000075.1_8@GCA_903867985.1	3.397E-54	209	42	369
WP_088863145.1	MBU4599034.1@GCA_018902755.1	1.579E-53	207	33	437
WP_088863145.1	WP_048082060.1@GCF_000745485.1	2.148E-53	207	31	435
WP_088863145.1	MBU0516360.1@GCA_018812395.1	2.148E-53	207	37	451
WP_088863145.1	DAQK01000012.1_27@GCA_002502855.1	2.920E-53	206	38	440
WP_088863145.1	WP_251861396.1@GCF_943736985.1	2.920E-53	206	4	446
WP_088863145.1	JAHECH010000059.1_10@GCA_024641835.1	2.506E-52	203	40	435
WP_088863145.1	WP_039236238.1@GCF_000812025.2	3.407E-52	203	3	444
WP_088863145.1	MCD6086530.1@GCA_021158525.1	6.295E-52	202	2	444
WP_088863145.1	OGR94589.1@GCA_001799995.1	1.580E-51	201	32	429
WP_088863145.1	WP_014115546.1@GCF_000227465.1	2.148E-51	201	29	444
WP_088863145.1	NP_391617.1@GCF_000009045.1	2.148E-51	201	114	444
WP_088863145.1	CAJTZX010000014.1_61@GCA_910584345.1	2.919E-51	200	43	446
WP_088863145.1	WP_044159802.1@GCF_001517105.1	3.967E-51	200	114	444
WP_088863145.1	JAEYQZ010000075.1_6@GCA_023409695.1	5.391E-51	199	37	443
WP_088863145.1	JAEZKE010000161.1_4@GCA_023436175.1	7.325E-51	199	31	437
WP_088863145.1	WP_061669075.1@GCF_001584335.1	1.353E-50	198	29	444
WP_088863145.1	WP_100909441.1@GCF_002813695.1	3.392E-50	197	23	431
WP_088863145.1	MBI5460160.1@GCA_016217785.1	2.132E-49	195	23	434
WP_088863145.1	MBI2266647.1@GCA_016183865.1	7.257E-49	193	41	433
WP_088863145.1	JAEYPF010000013.1_70@GCA_023411115.1	7.257E-49	193	36	442
WP_088863145.1	WP_048082258.1@GCF_000745485.1	2.850E-47	188	36	442
WP_088863145.1	WP_071869194.1@GCF_001886265.1	1.277E-44	181	108	448
WP_088863145.1	WP_071860826.1@GCF_001885905.1	4.320E-44	179	108	448
WP_088863145.1	RLE37253.1@GCA_003650545.1	8.642E-41	169	12	293
WP_088863145.1	WP_110336203.1@GCF_003202235.1	3.283E-39	164	128	455
WP_088863145.1	NPA22758.1@GCA_013153275.1	8.140E-39	163	132	461
WP_088863145.1	NPB00275.1@GCA_013154355.1	4.997E-38	161	131	460
WP_088863145.1	NPA70310.1@GCA_013153895.1	4.997E-38	161	131	460
WP_088863145.1	NOZ87286.1@GCA_013152945.1	2.310E-34	150	50	294
WP_088863145.1	WAQG01000222.1_1@GCA_015520395.1	1.400E-33	147	69	453
WP_088863145.1	WP_231556057.1@GCF_000018945.1	6.270E-33	145	1	271
WP_088863145.1	MCE4619730.1@GCA_015521175.1	2.803E-32	143	143	502
WP_088863145.1	MCE4606389.1@GCA_015522645.1	3.781E-32	143	134	462
WP_088863145.1	NPA96058.1@GCA_013154235.1	5.100E-32	143	125	453
WP_088863145.1	MCE4615197.1@GCA_015522635.1	5.100E-32	143	134	462
WP_088863145.1	NPA85499.1@GCA_013154085.1	1.251E-31	141	81	446
WP_088863145.1	WP_058371195.1@GCF_001462395.1	3.066E-31	140	141	469
WP_088863145.1	OYT26648.1@GCA_002254895.1	5.571E-31	139	81	314
WP_088863145.1	HIP65275.1@GCA_015662475.1	5.571E-31	139	86	450
WP_088863145.1	WP_066795918.1@GCF_001663375.1	5.571E-31	139	93	457
WP_088863145.1	WP_148202215.1@GCF_000017945.1	7.508E-31	139	85	452
WP_088863145.1	HIQ03235.1@GCA_015661855.1	7.508E-31	139	120	449
WP_088863145.1	RLE93484.1@GCA_003649445.1	3.336E-30	137	125	451
WP_088863145.1	JALNKM010000009.1_28@GCA_023268155.1	6.054E-30	136	117	446
WP_088863145.1	MCE4621862.1@GCA_015523485.1	6.054E-30	136	131	460
WP_088863145.1	MCE4609720.1@GCA_015521095.1	8.154E-30	136	98	460
WP_088863145.1	RLG76018.1@GCA_003661745.1	8.154E-30	136	125	456
WP_088863145.1	WAON01000175.1_7@GCA_015521265.1	8.154E-30	136	137	466
WP_088863145.1	DIXU01000001.1_232@GCA_002436105.1	1.992E-29	135	37	374
WP_088863145.1	MCD6323519.1@GCA_021160415.1	1.992E-29	135	135	461
WP_088863145.1	MCC6046037.1@GCA_020833345.1	2.682E-29	134	128	456
WP_088863145.1	WP_075049472.1@GCF_001481685.1	3.611E-29	134	121	477
WP_088863145.1	MCE4599749.1@GCA_015520195.1	4.861E-29	134	134	493
WP_088863145.1	DCVK01000029.1_11@GCA_002335385.1	8.808E-29	133	18	355
WP_088863145.1	WP_069807198.1@GCF_001748385.1	8.808E-29	133	98	459
WP_088863145.1	RLE98968.1@GCA_003650815.1	1.185E-28	132	123	449
WP_088863145.1	RLE99813.1@GCA_003649515.1	1.185E-28	132	122	460
WP_088863145.1	WAOK01000034.1_10@GCA_015521325.1	1.185E-28	132	94	459
WP_088863145.1	MBN1661100.1@GCA_016929795.1	1.595E-28	132	131	387
WP_088863145.1	WP_013826286.1@GCF_000214725.1	1.595E-28	132	141	475
WP_088863145.1	MCD6563933.1@GCA_021163245.1	2.147E-28	132	87	452
WP_088863145.1	RUM47282.1@GCA_003978665.1	2.147E-28	132	68	465
WP_088863145.1	WP_013414102.1@GCF_000166095.1	2.889E-28	131	111	472
WP_088863145.1	WAPN01000024.1_90@GCA_015520735.1	2.889E-28	131	93	315
WP_088863145.1	MCE4628081.1@GCA_015521185.1	2.889E-28	131	138	466
WP_088863145.1	WP_237698505.1@GCF_000211475.1	3.887E-28	131	111	482
WP_088863145.1	HDP95339.1@GCA_011049425.1	5.229E-28	130	13	375
WP_088863145.1	WP_083772480.1@GCF_000145295.1	5.229E-28	130	89	440
WP_088863145.1	ASPF01000032.1_15@GCA_000405685.1	5.229E-28	130	142	471
WP_088863145.1	DACV01000002.1_75@GCA_002494885.1	5.229E-28	130	126	461
WP_088863145.1	JAIOAS010000043.1_22@GCA_019873725.1	7.034E-28	130	35	346
WP_088863145.1	JAGDXC010000003.1_27@GCA_023269935.1	7.034E-28	130	93	457
WP_088863145.1	RLI29450.1@GCA_003662515.1	7.034E-28	130	113	473
WP_088863145.1	WP_238374336.1@GCF_000016785.1	9.462E-28	130	1	199
WP_088863145.1	MCC6016947.1@GCA_020832925.1	9.462E-28	130	130	455
WP_088863145.1	KUO91490.1@GCA_001516585.1	9.462E-28	130	93	457
WP_088863145.1	JAEOUO010000002.1_83@GCA_016839265.1	9.462E-28	130	127	515
WP_088863145.1	DDWR01000020.1_86@GCA_002347655.1	1.273E-27	129	37	392
WP_088863145.1	WAMZ01000051.1_5@GCA_015522055.1	1.273E-27	129	116	302
WP_088863145.1	WP_232203732.1@GCF_000018305.1	1.273E-27	129	89	453
WP_088863145.1	MCG2863623.1@GCA_022014875.1	1.273E-27	129	98	462
WP_088863145.1	MTLY01000001.1_251@GCA_002011035.1	1.273E-27	129	119	473
WP_088863145.1	WAKV01000057.1_30@GCA_015523185.1	1.273E-27	129	117	488
WP_088863145.1	WAJV01000035.1_15@GCA_015523725.1	1.711E-27	129	117	303
WP_088863145.1	DAXS01000038.1_26@GCA_002506515.1	1.711E-27	129	93	457
WP_088863145.1	MCS7132100.1@GCA_025059415.1	2.301E-27	128	77	448
WP_088863145.1	JAGDXD010000043.1_86@GCA_023256255.1	2.301E-27	128	93	457
WP_088863145.1	MCE4624895.1@GCA_015521115.1	2.301E-27	128	136	464
WP_088863145.1	JAEOUN010000107.1_32@GCA_016839245.1	2.301E-27	128	115	456
